type,symbol,date,shares,limit_price,fill_price,fees
buy,sh.601966,2025-11-14,5995,15.61,15.58,23.35
sell,sh.600663,2025-11-18,10905,,8.52,116.14
sell,sh.600177,2025-11-20,12534,,7.59,118.92
sell,sh.600511,2025-11-20,3049,,29.42,112.13
sell,sh.600642,2025-11-20,11199,,8.38,117.31
sell,sh.601966,2025-11-20,5995,,15.28,114.5
sell,sz.002958,2025-11-27,28880,,3.16,114.08
sell,sh.600720,2025-11-28,11983,,7.45,111.59
buy,sz.300223,2025-12-02,968,95.28,93.76,22.69
sell,sz.300223,2025-12-03,968,,93.78,113.47
buy,sz.301200,2025-12-10,790,116.69,114.4,22.59
sell,sz.301200,2025-12-11,790,,113.0,111.59
buy,sh.600177,2025-12-17,12230,7.53,7.49,22.9
sell,sh.600177,2025-12-18,12230,,7.52,114.96
buy,sz.000598,2025-12-25,12656,7.28,7.28,23.03
sell,sz.000598,2025-12-26,12656,,7.22,114.22
buy,sh.600098,2025-12-29,13536,6.8,6.74,22.81
