type,symbol,date,shares,limit_price,fill_price,fees
sell,sh.601866,2023-08-07,41235,,2.44,125.77
buy,sh.601918,2023-08-07,24560,4.12,4.11,25.24
buy,sz.000039,2023-08-08,14194,7.11,7.1,25.19
buy,sz.002281,2023-08-08,3147,32.09,32.04,25.21
buy,sz.300570,2023-08-08,2268,44.52,44.48,25.22
sell,sz.002281,2023-08-09,3147,,30.5,119.98
sell,sz.300570,2023-08-09,2268,,41.32,117.14
sell,sz.000039,2023-08-11,14194,,7.13,126.5
buy,sh.600177,2023-08-14,16894,5.9,5.86,24.75
sell,sh.600177,2023-08-15,16894,,5.9,124.59
sell,sh.601918,2023-08-15,24560,,4.06,124.64
sell,sh.688538,2023-08-15,37893,,2.58,122.2
buy,sh.601665,2023-09-05,26898,3.7,3.68,24.75
buy,sz.000959,2023-09-05,25673,3.87,3.84,24.65
buy,sh.600282,2023-09-06,29954,3.32,3.3,24.71
sell,sz.000959,2023-09-07,25673,,3.76,120.66
buy,sh.600177,2023-09-07,16494,6.03,6.01,24.78
sell,sh.601665,2023-09-08,26898,,3.72,125.08
buy,sz.000623,2023-09-13,6420,15.47,15.38,24.68
sell,sz.000623,2023-09-15,6420,,15.47,124.15
buy,sh.600170,2023-09-15,37021,2.69,2.67,24.71
buy,sh.601866,2023-09-15,42644,2.33,2.33,24.84
sell,sh.600170,2023-09-18,37021,,2.65,122.63
sell,sh.600177,2023-09-20,16494,,6.11,125.97
sell,sh.600282,2023-09-20,29954,,3.35,125.43
sell,sh.601866,2023-09-21,42644,,2.32,123.67
buy,sh.600177,2023-09-21,16302,6.1,6.08,24.78
buy,sh.600282,2023-09-21,29791,3.34,3.33,24.8
sell,sh.600282,2023-09-25,29791,,3.33,124.01
sell,sh.600177,2023-10-19,16302,,5.92,120.63
buy,sh.600901,2023-11-07,23565,4.21,4.19,24.68
sell,sh.600901,2023-11-08,23565,,4.17,122.83
buy,sz.002958,2023-11-08,39258,2.53,2.51,24.63
buy,sz.000709,2023-11-14,46590,2.13,2.12,24.69
buy,sh.600282,2023-11-15,29683,3.34,3.34,24.79
buy,sz.300735,2023-11-17,3731,26.57,25.95,24.2
sell,sz.000709,2023-11-20,46590,,2.12,123.46
buy,sh.600177,2023-11-20,16929,5.84,5.8,24.55
sell,sz.300735,2023-11-21,3731,,25.67,119.72
sell,sh.600177,2023-11-23,16929,,5.79,122.52
sell,sh.600282,2023-11-28,29683,,3.33,123.56
sell,sz.002958,2023-12-06,39258,,2.46,120.72
buy,sz.002958,2023-12-13,39642,2.49,2.48,24.58
buy,sh.600177,2024-01-08,17516,5.64,5.57,24.39
sell,sh.600177,2024-01-10,17516,,5.57,121.96
sell,sz.002958,2024-01-11,39642,,2.46,121.9
buy,sz.002958,2024-01-30,39158,2.52,2.49,24.38
sell,sz.002958,2024-02-05,39158,,2.36,115.52
buy,sz.002958,2024-02-08,38382,2.56,2.55,24.47
buy,sh.601128,2024-02-19,17804,5.51,5.48,24.39
sell,sh.601128,2024-02-20,17804,,5.47,121.73
buy,sh.600008,2024-02-22,38621,2.54,2.54,24.52
buy,sh.600398,2024-02-22,13445,7.31,7.28,24.47
buy,sh.600642,2024-02-22,14399,6.83,6.78,24.41
buy,sh.601128,2024-02-22,17850,5.51,5.49,24.5
buy,sh.601665,2024-02-22,24447,4.02,3.96,24.2
buy,sz.000709,2024-02-22,46634,2.11,2.1,24.48
sell,sh.600398,2024-02-23,13445,,7.23,121.51
buy,sh.600098,2024-02-26,19301,5.09,5.05,24.37
buy,sh.600177,2024-02-26,15996,6.14,6.07,24.27
buy,sh.600483,2024-02-26,11426,8.59,8.44,24.11
sell,sh.600483,2024-02-27,11426,,8.36,119.4
sell,sh.601665,2024-02-27,24447,,3.87,118.26
buy,sz.000027,2024-02-27,15870,6.09,6.09,24.16
buy,sz.000623,2024-03-01,7074,13.96,13.95,24.67
sell,sh.600098,2024-03-04,19301,,5.32,128.35
buy,sh.601665,2024-03-04,25301,3.88,3.84,24.29
sell,sz.000027,2024-03-06,15870,,6.3,124.98
sell,sh.600642,2024-03-07,14399,,7.03,126.53
buy,sh.600901,2024-03-07,22898,4.28,4.28,24.5
buy,sz.000898,2024-03-08,39056,2.51,2.51,24.51
buy,sz.000959,2024-03-08,30488,3.22,3.21,24.47
sell,sz.000898,2024-03-11,39056,,2.51,122.54
buy,sh.600598,2024-03-13,8572,11.44,11.42,24.47
sell,sh.600901,2024-03-14,22898,,4.17,119.36
sell,sz.000959,2024-03-14,30488,,3.18,121.19
sell,sz.002958,2024-03-15,38382,,2.53,121.38
sell,sh.600008,2024-03-21,38621,,2.51,121.17
sell,sh.601128,2024-03-21,17850,,5.27,117.59
sell,sz.000709,2024-03-21,46634,,2.09,121.83
sell,sh.601665,2024-03-22,25301,,3.83,121.13
buy,sh.601128,2024-03-22,18459,5.29,5.19,23.95
sell,sh.600177,2024-03-25,15996,,5.93,118.57
sell,sh.600598,2024-03-25,8572,,11.33,121.4
sell,sh.601128,2024-03-28,18459,,5.38,124.14
sell,sz.000623,2024-03-29,7074,,13.22,116.9
buy,sz.002958,2024-04-03,38019,2.56,2.55,24.24
buy,sh.600177,2024-04-10,15870,6.12,6.12,24.28
buy,sz.000709,2024-04-12,45246,2.15,2.13,24.09
sell,sz.000709,2024-04-15,45246,,2.12,119.9
sell,sh.600177,2024-04-23,15870,,6.4,126.96
buy,sh.688192,2024-04-24,2333,41.82,41.74,24.34
sell,sh.688192,2024-04-25,2333,,42.62,124.29
buy,sh.600177,2024-04-25,15351,6.36,6.35,24.37
buy,sh.600008,2024-04-30,37373,2.63,2.62,24.48
buy,sz.000623,2024-04-30,7002,14.02,13.68,23.95
buy,sz.000709,2024-04-30,45935,2.14,2.13,24.46
buy,sz.000898,2024-04-30,39413,2.49,2.44,24.04
sell,sz.000623,2024-05-06,7002,,13.86,121.31
buy,sh.601128,2024-05-06,16222,6.06,6.06,24.58
buy,sh.600598,2024-05-07,7884,12.53,12.5,24.64
buy,sh.601880,2024-05-07,70103,1.41,1.4,24.54
sell,sz.002958,2024-05-08,38019,,2.64,125.46
sell,sh.600598,2024-05-08,7884,,12.52,123.38
sell,sh.601128,2024-05-10,16222,,6.25,126.73
buy,sh.600901,2024-05-10,21429,4.62,4.6,24.64
buy,sz.000623,2024-05-13,7222,13.76,13.74,24.81
buy,sz.002958,2024-05-13,37369,2.66,2.65,24.76
sell,sh.600901,2024-05-15,21429,,4.76,127.5
sell,sh.600177,2024-05-20,15351,,6.92,132.79
sell,sz.000623,2024-05-23,7222,,13.58,122.59
sell,sz.000898,2024-05-23,39413,,2.34,115.28
sell,sh.600008,2024-05-27,37373,,2.68,125.2
buy,sh.600177,2024-05-28,14591,6.81,6.76,24.66
sell,sz.002958,2024-05-29,37369,,2.68,125.19
sell,sz.000709,2024-05-31,45935,,2.09,120.01
sell,sh.600177,2024-05-31,14591,,6.76,123.29
sell,sh.601880,2024-06-04,70103,,1.29,113.04
buy,sh.600177,2024-07-18,15237,6.46,6.44,24.53
buy,sz.002958,2024-08-01,38644,2.55,2.54,24.54
buy,sz.000959,2024-08-06,35684,2.75,2.75,24.53
sell,sz.000959,2024-08-07,35684,,2.74,122.22
buy,sh.600008,2024-08-09,36219,2.72,2.72,24.63
buy,sh.600170,2024-08-09,44476,2.22,2.21,24.57
buy,sz.000623,2024-08-09,7541,13.07,13.04,24.58
sell,sh.600177,2024-08-14,15237,,6.8,129.51
sell,sz.000623,2024-08-14,7541,,12.92,121.79
sell,sh.600008,2024-08-16,36219,,2.74,124.05
buy,sh.600901,2024-08-20,21377,4.61,4.53,24.21
sell,sh.600901,2024-08-21,21377,,4.4,117.57
sell,sz.002958,2024-08-23,38644,,2.51,121.25
sell,sh.600170,2024-08-26,44476,,2.04,113.41
buy,sh.600008,2024-10-09,31178,3.13,3.0,23.38
buy,sh.600177,2024-10-09,12612,7.74,7.3,23.02
buy,sh.600637,2024-10-09,12906,7.57,7.24,23.36
buy,sh.600871,2024-10-09,44198,2.21,2.1,23.2
buy,sh.601228,2024-10-09,27080,3.61,3.46,23.42
buy,sz.000513,2024-10-09,2421,40.33,39.3,23.79
buy,sz.002032,2024-10-09,1757,55.58,53.13,23.34
buy,sz.002595,2024-10-09,2089,46.75,45.99,24.02
buy,sz.002958,2024-10-09,32832,2.98,2.82,23.15
sell,sh.600177,2024-10-10,12612,,7.17,113.04
sell,sh.600871,2024-10-10,44198,,2.08,114.91
sell,sz.002958,2024-10-10,32832,,2.83,116.14
sell,sz.000513,2024-10-11,2421,,38.21,115.63
buy,sh.600021,2024-10-11,10990,8.83,8.73,23.99
buy,sh.600959,2024-10-11,30692,3.16,3.11,23.86
buy,sh.601128,2024-10-11,15041,6.45,6.38,23.99
buy,sz.002958,2024-10-11,34298,2.83,2.8,24.01
sell,sz.002595,2024-10-14,2089,,45.71,119.36
sell,sh.600637,2024-10-15,12906,,6.92,111.64
sell,sh.600959,2024-10-15,30692,,3.09,118.55
sell,sz.002032,2024-10-15,1757,,52.18,114.6
buy,sh.600642,2024-10-15,12337,7.88,7.8,24.06
buy,sh.601665,2024-10-15,18606,5.22,5.12,23.82
buy,sh.603529,2024-10-15,3010,32.29,32.07,24.13
buy,sz.000513,2024-10-15,2554,38.06,37.92,24.21
buy,sz.002203,2024-10-15,11270,8.63,8.46,23.84
sell,sh.600021,2024-10-17,10990,,8.9,122.26
sell,sh.600642,2024-10-17,12337,,7.69,118.59
sell,sh.601665,2024-10-17,18606,,5.16,120.01
buy,sh.600098,2024-10-17,16073,5.98,5.96,23.95
buy,sh.600959,2024-10-17,30988,3.1,3.1,24.02
sell,sh.600008,2024-10-18,31178,,2.96,115.36
sell,sh.601128,2024-10-18,15041,,6.3,118.45
sell,sz.002958,2024-10-18,34298,,2.81,120.47
buy,sh.601717,2024-10-21,8074,11.9,11.87,23.96
sell,sh.603529,2024-10-22,3010,,33.6,126.42
sell,sz.002203,2024-10-22,11270,,8.47,119.32
sell,sh.600959,2024-10-23,30988,,3.16,122.4
buy,sz.002032,2024-10-23,1845,52.33,51.98,23.98
buy,sz.002429,2024-10-23,18895,5.11,5.04,23.81
sell,sh.601717,2024-10-24,8074,,12.18,122.93
buy,sh.600177,2024-10-24,13680,7.06,7.05,24.11
buy,sh.600499,2024-10-24,12388,7.8,7.66,23.72
buy,sh.600637,2024-10-24,13643,7.08,7.03,23.98
buy,sz.000591,2024-10-24,19787,4.88,4.81,23.79
sell,sh.600637,2024-10-25,13643,,7.14,121.76
sell,sz.000591,2024-10-25,19787,,4.88,120.7
sell,sz.002429,2024-10-25,18895,,5.11,120.69
sell,sh.600499,2024-10-28,12388,,8.02,124.19
sell,sz.002032,2024-10-28,1845,,50.86,117.3
sell,sh.601228,2024-10-29,27080,,3.44,116.44
buy,sz.000709,2024-10-29,43983,2.22,2.18,23.97
buy,sz.000959,2024-10-29,28077,3.48,3.39,23.8
sell,sh.600098,2024-10-30,16073,,5.93,119.14
sell,sh.600177,2024-10-30,13680,,6.92,118.33
sell,sz.000709,2024-10-30,43983,,2.15,118.2
sell,sz.000959,2024-10-30,28077,,3.27,114.76
buy,sh.601665,2024-10-30,19154,5.05,5.01,23.99
buy,sz.002958,2024-11-04,34393,2.82,2.8,24.08
sell,sh.601665,2024-11-06,19154,,5.29,126.66
buy,sh.600177,2024-11-08,13632,7.19,7.19,24.5
buy,sh.600754,2024-11-08,3461,28.33,28.05,24.27
buy,sh.601128,2024-11-08,15678,6.25,6.21,24.34
buy,sz.002461,2024-11-08,10543,9.3,9.21,24.28
sell,sh.600754,2024-11-11,3461,,27.45,118.76
sell,sz.002461,2024-11-11,10543,,8.93,117.69
buy,sh.600398,2024-11-11,16385,5.95,5.86,24.0
sell,sz.000513,2024-11-12,2554,,37.36,119.27
sell,sh.600398,2024-11-12,16385,,6.07,124.32
sell,sz.002958,2024-11-12,34393,,3.01,129.4
buy,sh.600098,2024-11-13,15767,6.17,6.17,24.32
buy,sz.000513,2024-11-13,2612,37.24,36.99,24.15
sell,sz.000513,2024-11-14,2612,,36.62,119.56
buy,sh.601717,2024-11-14,7743,12.64,12.59,24.37
sell,sh.601717,2024-11-18,7743,,12.4,120.02
sell,sh.600098,2024-11-19,15767,,6.16,121.41
sell,sh.601128,2024-11-19,15678,,6.44,126.21
sell,sh.600177,2024-11-20,13632,,7.06,120.3
buy,sh.601665,2024-12-11,19657,4.96,4.93,24.23
sell,sh.601665,2024-12-12,19657,,4.96,121.87
buy,sh.600096,2024-12-13,4643,21.02,20.84,24.19
buy,sh.601155,2024-12-13,7077,13.79,13.38,23.67
buy,sz.300339,2024-12-13,1563,62.43,61.66,24.09
sell,sh.600096,2024-12-16,4643,,20.55,119.27
buy,sz.300570,2024-12-16,1418,68.54,68.05,24.12
sell,sz.300339,2024-12-17,1563,,56.31,110.02
sell,sz.300570,2024-12-17,1418,,68.67,121.72
sell,sh.601155,2024-12-18,7077,,12.58,111.29
buy,sh.600282,2025-02-05,21613,4.45,4.38,23.67
buy,sz.002958,2025-02-05,33162,2.9,2.89,23.96
sell,sh.600282,2025-02-07,21613,,4.31,116.44
sell,sz.002958,2025-02-10,33162,,2.9,120.21
buy,sh.600348,2025-02-10,14698,6.53,6.51,23.92
buy,sh.688709,2025-02-10,3219,29.81,29.81,23.99
sell,sh.688709,2025-02-11,3219,,29.43,118.42
buy,sh.600177,2025-02-12,12520,7.65,7.59,23.76
buy,sh.601598,2025-02-12,19262,4.97,4.96,23.88
buy,sh.600008,2025-02-13,32606,2.94,2.93,23.88
buy,sh.600098,2025-02-14,16362,5.85,5.83,23.85
buy,sz.001286,2025-02-14,10959,8.73,8.73,23.92
buy,sz.002958,2025-02-14,32700,2.93,2.91,23.79
sell,sh.600177,2025-02-17,12520,,7.52,117.69
buy,sz.000513,2025-02-17,2709,35.24,35.14,23.8
sell,sz.002958,2025-02-19,32700,,2.95,120.58
buy,sh.601128,2025-02-19,15091,6.3,6.24,23.54
sell,sh.601128,2025-02-20,15091,,6.2,116.96
buy,sh.600642,2025-02-20,11267,8.41,8.29,23.35
sell,sh.600642,2025-02-21,11267,,8.23,115.91
sell,sz.000513,2025-02-21,2709,,34.5,116.83
buy,sz.002958,2025-02-28,32311,2.92,2.9,23.43
sell,sh.600098,2025-03-04,16362,,5.73,117.19
sell,sz.002958,2025-03-04,32311,,2.88,116.32
sell,sh.600348,2025-03-06,14698,,6.24,114.64
sell,sh.601598,2025-03-06,19262,,4.81,115.81
buy,sh.603707,2025-03-07,6973,13.48,13.17,22.96
sell,sh.603707,2025-03-10,6973,,12.78,111.39
sell,sh.600008,2025-03-11,32606,,2.86,116.57
buy,sh.600008,2025-03-12,32547,2.88,2.88,23.43
buy,sh.601918,2025-03-12,14636,6.41,6.39,23.38
sell,sh.601918,2025-03-13,14636,,6.68,122.21
sell,sz.001286,2025-03-14,10959,,8.76,120.0
buy,sz.001286,2025-03-17,10794,8.75,8.75,23.61
sell,sz.001286,2025-03-18,10794,,8.71,117.52
buy,sh.600098,2025-03-18,15953,5.92,5.9,23.53
buy,sz.002958,2025-03-18,32189,2.94,2.93,23.58
buy,sh.601228,2025-03-19,29323,3.22,3.19,23.39
sell,sh.600098,2025-03-20,15953,,5.96,118.85
sell,sh.601228,2025-03-20,29323,,3.18,116.56
buy,sh.688213,2025-03-20,912,103.71,103.35,23.56
sell,sh.688213,2025-03-24,912,,99.02,112.88
sell,sh.600008,2025-03-26,32547,,2.96,120.42
sell,sz.002958,2025-03-26,32189,,2.97,119.5
buy,sh.601665,2025-03-26,16110,5.86,5.79,23.32
sell,sh.601665,2025-03-27,16110,,5.74,115.59
buy,sh.688114,2025-04-23,1188,79.3,78.96,23.45
buy,sz.002958,2025-04-23,32097,2.94,2.93,23.51
sell,sh.688114,2025-04-24,1188,,75.51,112.13
sell,sz.002958,2025-04-25,32097,,3.0,120.36
buy,sh.688114,2025-05-07,1160,81.02,80.18,23.25
sell,sh.688114,2025-05-08,1160,,80.26,116.38
buy,sh.600642,2025-05-12,10811,8.7,8.59,23.22
buy,sz.002032,2025-05-12,1734,54.2,54.0,23.41
sell,sz.002032,2025-05-13,1734,,54.27,117.63
buy,sz.002608,2025-05-13,12582,7.47,7.45,23.43
sell,sz.002608,2025-05-15,12582,,7.45,117.17
sell,sh.600642,2025-05-16,10811,,8.51,115.0
buy,sh.600008,2025-05-16,31693,2.96,2.96,23.45
buy,sh.600483,2025-05-16,9990,9.4,9.38,23.43
sell,sh.600483,2025-05-19,9990,,9.34,116.63
buy,sh.600737,2025-05-22,10392,9.04,9.0,23.38
sell,sh.600737,2025-05-26,10392,,8.9,115.61
sell,sh.600008,2025-05-27,31693,,2.93,116.08
buy,sh.600008,2025-05-29,31496,2.97,2.97,23.39
sell,sh.600008,2025-06-03,31496,,2.96,116.54
buy,sh.600177,2025-06-03,13235,7.08,7.06,23.36
sell,sh.600177,2025-06-05,13235,,7.07,116.96
buy,sh.600098,2025-06-11,14485,6.46,6.43,23.28
buy,sz.000830,2025-06-11,8965,10.44,10.38,23.26
sell,sz.000830,2025-06-12,8965,,10.3,115.42
buy,sh.600008,2025-06-12,30697,3.05,3.03,23.25
sell,sh.600008,2025-06-13,30697,,3.04,116.65
sell,sh.600098,2025-06-13,14485,,6.4,115.88
buy,sh.600737,2025-06-13,10401,8.98,8.98,23.35
buy,sh.600483,2025-06-16,9887,9.45,9.41,23.26
buy,sz.001286,2025-06-16,10797,8.66,8.63,23.29
sell,sh.600483,2025-06-18,9887,,9.5,117.41
sell,sh.600737,2025-06-19,10401,,8.93,116.1
sell,sz.001286,2025-06-19,10797,,8.76,118.23
buy,sh.600008,2025-06-26,31007,3.02,3.01,23.33
buy,sz.001286,2025-07-01,10751,8.7,8.7,23.38
buy,sh.600170,2025-07-03,39653,2.36,2.35,23.3
buy,sz.000591,2025-07-03,21662,4.32,4.32,23.39
sell,sz.000591,2025-07-04,21662,,4.37,118.33
buy,sh.600642,2025-07-08,11058,8.51,8.46,23.39
buy,sh.600737,2025-07-08,10209,9.21,9.19,23.46
buy,sz.002958,2025-07-08,25084,3.75,3.75,23.52
sell,sh.600642,2025-07-09,11058,,8.56,118.32
sell,sz.002958,2025-07-09,25084,,3.78,118.52
sell,sh.600170,2025-07-15,39653,,2.39,118.46
sell,sz.001286,2025-07-15,10751,,8.87,119.2
buy,sh.601717,2025-07-15,5808,16.38,16.21,23.54
buy,sh.688336,2025-07-15,1597,59.57,58.3,23.28
buy,sz.000830,2025-07-15,9053,10.51,10.48,23.72
sell,sh.600737,2025-07-16,10209,,9.46,120.72
sell,sh.601717,2025-07-16,5808,,16.13,117.1
sell,sh.688336,2025-07-16,1597,,59.52,118.82
buy,sz.001286,2025-07-16,10735,8.81,8.8,23.62
buy,sh.600483,2025-07-17,10049,9.41,9.37,23.54
buy,sh.603379,2025-07-17,2016,46.9,46.86,23.62
sell,sh.603379,2025-07-21,2016,,45.43,114.48
sell,sz.000830,2025-07-22,9053,,11.74,132.85
buy,sz.000423,2025-07-23,1931,49.89,49.83,24.06
buy,sz.002202,2025-07-23,9721,9.91,9.85,23.94
sell,sh.600008,2025-07-24,31007,,3.12,120.93
sell,sz.000423,2025-07-24,1931,,50.03,120.76
sell,sz.002202,2025-07-24,9721,,9.77,118.72
buy,sh.600008,2025-07-25,30673,3.14,3.12,23.92
buy,sh.600177,2025-07-28,13077,7.35,7.3,23.87
sell,sz.001286,2025-07-29,10735,,9.17,123.05
buy,sz.000598,2025-07-29,12748,7.52,7.46,23.78
buy,sz.002508,2025-08-04,5071,18.77,18.73,23.74
sell,sh.600483,2025-08-05,10049,,9.47,118.96
sell,sz.002508,2025-08-05,5071,,18.86,119.55
buy,sh.688520,2025-08-18,1303,73.2,72.15,23.5
buy,sz.002821,2025-08-18,874,109.1,108.55,23.72
sell,sz.002821,2025-08-19,874,,106.81,116.69
sell,sh.688520,2025-08-21,1303,,69.52,113.23
sell,sh.600008,2025-08-22,30673,,3.12,119.62
buy,sh.600642,2025-08-22,11578,8.2,8.16,23.62
buy,sh.601966,2025-08-22,6207,15.3,15.29,23.73
buy,sz.000591,2025-08-22,20825,4.56,4.55,23.69
buy,sz.002958,2025-08-22,26821,3.54,3.51,23.54
sell,sh.600177,2025-08-25,13077,,7.31,119.49
sell,sz.000598,2025-08-26,12748,,7.03,112.02
sell,sz.000591,2025-08-26,20825,,4.59,119.48
buy,sh.600170,2025-08-26,38273,2.49,2.48,23.73
buy,sh.600177,2025-08-26,12945,7.36,7.35,23.79
buy,sh.600008,2025-08-27,30069,3.18,3.14,23.6
buy,sz.000598,2025-08-27,13495,7.08,7.02,23.68
buy,sz.002984,2025-08-27,4714,20.27,20.04,23.62
sell,sh.601966,2025-08-28,6207,,15.28,118.55
sell,sz.002984,2025-08-28,4714,,19.59,115.43
sell,sh.600170,2025-09-01,38273,,2.45,117.21
sell,sh.600008,2025-09-05,30069,,3.1,116.52
sell,sz.000598,2025-09-10,13495,,6.76,114.03
sell,sh.600177,2025-09-12,12945,,7.17,116.02
buy,sz.300570,2025-09-12,762,122.35,117.56,22.4
sell,sz.300570,2025-09-16,762,,113.09,107.72
buy,sh.600008,2025-09-16,28775,3.23,3.21,23.09
sell,sh.600008,2025-09-18,28775,,3.23,116.18
buy,sh.600177,2025-09-18,12706,7.31,7.25,23.03
buy,sh.601918,2025-09-18,14514,6.4,6.33,22.97
sell,sh.600642,2025-09-19,11578,,7.69,111.29
sell,sz.002958,2025-09-19,26821,,3.16,105.94
sell,sh.601918,2025-09-22,14514,,6.38,115.75
sell,sh.600177,2025-09-24,12706,,7.26,115.31
buy,sz.000598,2025-09-29,13648,6.76,6.71,22.89
buy,sh.600177,2025-10-13,12671,7.3,7.25,22.97
buy,sh.600642,2025-10-13,11513,8.03,7.98,22.97
buy,sz.001286,2025-10-13,10060,9.19,9.1,22.89
buy,sz.002958,2025-10-15,28745,3.23,3.22,23.14
sell,sz.001286,2025-10-17,10060,,9.25,116.32
sell,sh.600177,2025-10-21,12671,,7.46,118.16
sell,sh.600642,2025-10-21,11513,,8.11,116.71
sell,sz.000598,2025-10-21,13648,,6.93,118.23
sell,sz.002958,2025-10-21,28745,,3.26,117.14
buy,sh.600511,2025-10-23,3117,29.89,29.83,23.25
sell,sh.600511,2025-10-24,3117,,29.68,115.64
buy,sh.600720,2025-10-31,11983,7.77,7.7,23.07
buy,sz.000598,2025-10-31,13059,7.13,7.12,23.25
buy,sz.002958,2025-11-03,28880,3.22,3.22,23.25
sell,sz.000598,2025-11-04,13059,,7.19,117.37
buy,sh.600177,2025-11-05,12534,7.44,7.42,23.25
buy,sh.600642,2025-11-05,11199,8.33,8.31,23.27
buy,sz.002032,2025-11-06,1937,48.11,47.96,23.22
sell,sz.002032,2025-11-07,1937,,47.88,115.93
buy,sh.600511,2025-11-13,3049,30.74,30.73,23.42
buy,sh.600663,2025-11-13,10905,8.6,8.57,23.36
