type,symbol,date,shares,limit_price,fill_price,fees
sell,sz.002465,2023-03-01,11137,,9.28,129.19
buy,sz.000729,2023-03-01,7830,12.96,12.85,25.15
sell,sh.601921,2023-03-03,15139,,6.89,130.38
buy,sz.002517,2023-03-03,11417,9.02,8.92,25.46
sell,sz.000967,2023-03-06,20006,,4.99,124.79
sell,sz.002517,2023-03-06,11417,,8.81,125.73
sell,sz.300487,2023-03-06,1658,,63.99,132.62
buy,sz.000709,2023-03-06,42285,2.43,2.43,25.69
buy,sz.000921,2023-03-06,5947,17.28,17.13,25.47
buy,sz.000423,2023-03-07,2384,43.0,42.89,25.56
buy,sz.002568,2023-03-07,2534,40.46,40.24,25.49
sell,sz.000932,2023-03-08,21909,,5.23,143.23
sell,sz.000423,2023-03-08,2384,,41.93,124.95
sell,sz.000729,2023-03-08,7830,,12.54,122.74
sell,sz.002568,2023-03-08,2534,,39.26,124.36
buy,sh.600820,2023-03-09,20580,4.93,4.91,25.26
buy,sz.000932,2023-03-09,19351,5.24,5.23,25.3
buy,sz.000959,2023-03-09,24311,4.17,4.16,25.28
buy,sh.601699,2023-03-10,6012,16.81,16.6,24.95
buy,sz.000060,2023-03-10,22580,4.48,4.41,24.89
sell,sz.000921,2023-03-13,5947,,16.06,119.39
buy,sh.600008,2023-03-14,38633,2.6,2.59,25.01
buy,sh.600398,2023-03-14,19111,5.25,5.13,24.51
sell,sh.601880,2023-03-15,64649,,1.57,126.87
sell,sh.600008,2023-03-15,38633,,2.61,126.04
sell,sh.600398,2023-03-15,19111,,5.05,120.64
sell,sz.000060,2023-03-15,22580,,4.47,126.17
sell,sz.000932,2023-03-15,19351,,5.17,125.06
sell,sz.000959,2023-03-15,24311,,4.09,124.29
buy,sz.000921,2023-03-16,5676,17.63,17.5,24.83
buy,sz.000932,2023-03-16,19238,5.2,5.09,24.48
sell,sh.601997,2023-03-17,20838,,4.78,124.51
sell,sh.601699,2023-03-17,6012,,15.18,114.08
buy,sh.601880,2023-03-17,62691,1.58,1.58,24.76
sell,sz.000921,2023-03-20,5676,,16.89,119.83
sell,sh.600820,2023-03-21,20580,,4.99,128.37
buy,sz.000429,2023-03-21,14346,6.88,6.85,24.57
buy,sh.600820,2023-03-24,19537,5.03,4.98,24.32
sell,sz.000709,2023-03-28,42285,,2.21,116.81
buy,sh.601233,2023-03-29,6570,14.81,14.57,23.93
sell,sh.601233,2023-03-30,6570,,13.97,114.73
buy,sz.300070,2023-04-06,18550,5.26,5.24,24.3
sell,sh.600820,2023-04-07,19537,,5.0,122.11
sell,sz.000932,2023-04-07,19238,,4.94,118.79
sell,sz.300070,2023-04-07,18550,,5.35,124.05
sell,sz.000429,2023-04-10,14346,,6.61,118.53
buy,sz.000921,2023-04-12,5153,18.93,18.8,24.22
buy,sz.300972,2023-04-12,3092,31.54,30.61,23.66
sell,sz.000921,2023-04-13,5153,,18.71,120.52
buy,sh.600157,2023-04-13,62510,1.56,1.55,24.22
buy,sz.002261,2023-04-13,6814,14.31,13.98,23.81
buy,sz.000709,2023-04-14,43377,2.24,2.24,24.29
buy,sz.000959,2023-04-14,25218,3.85,3.85,24.27
sell,sh.601880,2023-04-17,62691,,1.55,121.46
sell,sh.600157,2023-04-17,62510,,1.57,122.68
sell,sz.300972,2023-04-17,3092,,32.22,124.53
buy,sz.002065,2023-04-17,12214,7.94,7.8,23.82
buy,sz.300383,2023-04-17,7622,12.72,12.42,23.67
buy,sh.600157,2023-04-18,62400,1.57,1.57,24.49
sell,sz.002065,2023-04-19,12214,,7.91,120.77
buy,sh.601699,2023-04-19,6271,15.68,15.65,24.54
sell,sh.600157,2023-04-20,62400,,1.55,120.9
sell,sh.601699,2023-04-20,6271,,15.27,119.7
buy,sh.600820,2023-04-20,18953,5.22,5.21,24.69
sell,sz.000959,2023-04-21,25218,,3.81,120.1
buy,sh.601997,2023-04-21,20656,4.83,4.8,24.79
buy,sz.300458,2023-04-21,3969,25.12,22.51,22.34
sell,sz.002261,2023-04-24,6814,,13.6,115.84
sell,sz.300383,2023-04-24,7622,,12.98,123.67
buy,sz.300070,2023-04-25,17971,5.42,5.39,24.22
buy,sz.000623,2023-04-26,6585,14.73,14.71,24.22
sell,sz.300458,2023-04-27,3969,,20.07,99.57
sell,sh.600820,2023-04-28,18953,,5.53,131.01
sell,sz.000623,2023-04-28,6585,,15.11,124.37
sell,sz.300070,2023-04-28,17971,,5.33,119.73
buy,sh.600808,2023-05-05,35257,2.78,2.76,24.33
sell,sh.600808,2023-05-08,35257,,2.79,122.96
sell,sz.000709,2023-05-11,43377,,2.31,125.25
buy,sz.000921,2023-05-11,4498,21.93,21.84,24.56
sell,sh.601997,2023-05-12,20656,,5.11,131.94
buy,sz.000623,2023-05-15,6448,15.29,15.16,24.44
buy,sh.601880,2023-05-16,62303,1.58,1.57,24.45
buy,sh.601997,2023-05-16,19335,5.1,5.09,24.6
buy,sz.300972,2023-05-18,2468,39.76,39.4,24.31
sell,sh.601880,2023-05-19,62303,,1.55,120.71
sell,sz.300972,2023-05-19,2468,,40.92,126.24
buy,sh.601000,2023-05-19,29569,3.33,3.28,24.25
sell,sz.000921,2023-05-22,4498,,22.38,125.83
buy,sz.002517,2023-05-22,6361,15.56,14.98,23.82
sell,sz.002517,2023-05-25,6361,,15.71,124.91
buy,sh.688538,2023-05-25,37862,2.61,2.6,24.61
sell,sh.601000,2023-05-26,29569,,3.18,117.54
sell,sz.000623,2023-05-26,6448,,15.12,121.87
sell,sh.688538,2023-05-29,37862,,2.64,124.94
buy,sh.600642,2023-05-30,15317,6.46,6.36,24.35
buy,sh.688538,2023-05-30,37456,2.64,2.64,24.72
buy,sz.000027,2023-05-30,15203,6.5,6.46,24.55
buy,sz.002128,2023-05-30,7870,12.56,12.4,24.4
sell,sh.600642,2023-05-31,15317,,6.29,120.43
sell,sh.688538,2023-05-31,37456,,2.67,125.01
sell,sz.000027,2023-05-31,15203,,6.48,123.14
sell,sz.002128,2023-05-31,7870,,12.26,120.61
buy,sh.600008,2023-05-31,36627,2.7,2.67,24.45
buy,sh.688538,2023-06-01,36668,2.69,2.68,24.57
sell,sh.600008,2023-06-02,36627,,2.64,120.87
sell,sh.688538,2023-06-06,36668,,2.62,120.09
buy,sh.688538,2023-06-09,37329,2.64,2.62,24.45
sell,sh.688538,2023-06-12,37329,,2.62,122.25
buy,sz.300972,2023-06-12,2293,42.95,42.93,24.61
sell,sh.601997,2023-06-13,19335,,4.86,117.46
sell,sz.300972,2023-06-13,2293,,42.54,121.93
buy,sz.002517,2023-06-15,5688,17.28,17.01,24.19
sell,sz.002517,2023-06-16,5688,,16.39,116.53
buy,sz.000728,2023-06-16,15377,6.38,6.38,24.53
buy,sz.000559,2023-06-21,19184,5.1,5.08,24.36
buy,sz.002517,2023-06-21,5668,17.26,16.33,23.14
sell,sz.002517,2023-06-27,5668,,14.74,104.43
buy,sz.000932,2023-06-28,21895,4.41,4.39,24.03
buy,sh.600546,2023-06-29,7647,12.64,12.6,24.09
sell,sz.000728,2023-06-30,15377,,6.16,118.4
sell,sh.600546,2023-07-03,7647,,13.11,125.32
sell,sz.000559,2023-07-03,19184,,5.22,125.18
sell,sz.000932,2023-07-03,21895,,4.52,123.71
buy,sz.000709,2023-07-04,45253,2.16,2.15,24.32
buy,sz.000728,2023-07-05,15457,6.31,6.3,24.34
sell,sz.000709,2023-07-06,45253,,2.15,121.62
sell,sz.000728,2023-07-06,15457,,6.31,121.92
buy,sz.000559,2023-07-06,18585,5.25,5.24,24.35
buy,sz.000932,2023-07-06,21331,4.57,4.57,24.37
buy,sz.300972,2023-07-06,2128,45.84,45.16,24.03
sell,sz.000932,2023-07-07,21331,,4.55,121.32
buy,sh.600602,2023-07-07,6787,14.35,13.67,23.19
sell,sz.000559,2023-07-10,18585,,5.24,121.73
sell,sz.300972,2023-07-10,2128,,43.45,115.58
buy,sh.600642,2023-07-11,15395,6.31,6.3,24.25
buy,sh.600863,2023-07-11,27053,3.59,3.55,24.01
sell,sh.600602,2023-07-12,6787,,13.05,110.71
sell,sh.600863,2023-07-12,27053,,3.55,120.05
buy,sh.601880,2023-07-12,63875,1.52,1.51,24.11
buy,sz.000623,2023-07-12,6634,14.59,14.53,24.1
buy,sz.002851,2023-07-12,2869,33.74,33.68,24.16
sell,sz.002851,2023-07-13,2869,,33.46,120.0
buy,sh.601997,2023-07-14,20380,4.75,4.74,24.15
buy,sz.000709,2023-07-14,44742,2.16,2.16,24.16
sell,sz.000623,2023-07-17,6634,,14.96,124.06
buy,sz.002128,2023-07-17,7705,12.55,12.47,24.02
buy,sz.300972,2023-07-17,2210,43.75,43.32,23.93
buy,sh.600602,2023-07-18,6611,14.67,14.42,23.83
buy,sz.000921,2023-07-18,4201,23.09,22.99,24.15
sell,sh.600602,2023-07-19,6611,,14.04,116.02
sell,sh.600642,2023-07-19,15395,,6.3,121.24
sell,sz.000921,2023-07-19,4201,,23.19,121.78
sell,sz.300972,2023-07-20,2210,,43.3,119.62
buy,sh.600398,2023-07-20,14534,6.66,6.6,23.98
buy,sh.600598,2023-07-20,7359,13.16,13.12,24.14
buy,sz.000623,2023-07-20,6402,15.13,15.07,24.12
sell,sh.600398,2023-07-21,14534,,6.57,119.36
sell,sz.000623,2023-07-24,6402,,15.1,120.84
buy,sh.600985,2023-07-24,8837,10.96,10.84,23.95
sell,sh.600598,2023-07-25,7359,,13.09,120.41
sell,sz.000709,2023-07-25,44742,,2.19,122.48
buy,sz.000623,2023-07-26,6359,15.3,15.24,24.23
sell,sh.600985,2023-07-27,8837,,10.98,121.29
buy,sh.600598,2023-07-27,7494,13.02,12.95,24.26
buy,sz.000783,2023-07-27,16389,5.95,5.93,24.3
sell,sz.002128,2023-07-28,7705,,12.53,120.68
buy,sh.688538,2023-07-28,36592,2.66,2.65,24.24
sell,sz.000783,2023-07-31,16389,,6.42,131.52
sell,sh.600598,2023-08-01,7494,,13.52,126.65
buy,sh.600008,2023-08-02,36232,2.76,2.74,24.82
buy,sh.600820,2023-08-02,17638,5.67,5.67,25.0
buy,sz.000709,2023-08-02,41899,2.39,2.37,24.83
buy,sz.002128,2023-08-02,7843,12.75,12.68,24.86
buy,sh.600704,2023-08-03,21605,4.61,4.59,24.79
sell,sh.600704,2023-08-04,21605,,4.64,125.31
sell,sz.000623,2023-08-07,6359,,16.03,127.42
buy,sh.600170,2023-08-07,36153,2.76,2.74,24.76
sell,sh.600008,2023-08-09,36232,,2.69,121.83
sell,sh.600170,2023-08-09,36153,,2.72,122.92
sell,sh.601880,2023-08-09,63875,,1.57,125.35
buy,sh.600602,2023-08-09,7159,13.83,13.41,24.0
sell,sh.600602,2023-08-10,7159,,13.24,118.48
sell,sh.601997,2023-08-11,20380,,5.11,130.18
buy,sh.600008,2023-08-11,36552,2.7,2.67,24.4
buy,sh.600170,2023-08-11,36050,2.74,2.72,24.51
buy,sz.000932,2023-08-11,18472,5.34,5.31,24.52
buy,sz.000959,2023-08-11,25137,3.92,3.88,24.38
sell,sh.600008,2023-08-14,36552,,2.63,120.16
buy,sh.600606,2023-08-14,31472,3.1,3.04,23.92
sell,sh.688538,2023-08-15,36592,,2.58,118.01
sell,sz.002128,2023-08-15,7843,,12.31,120.68
sell,sz.000959,2023-08-17,25137,,3.85,120.97
buy,sz.000623,2023-08-17,6215,15.73,15.65,24.32
sell,sh.600170,2023-08-18,36050,,2.7,121.67
sell,sh.600606,2023-08-18,31472,,3.06,120.38
sell,sz.000623,2023-08-18,6215,,15.61,121.27
sell,sz.000709,2023-08-18,41899,,2.24,117.32
sell,sz.000932,2023-08-21,18472,,5.46,126.07
sell,sh.600820,2023-08-25,17638,,5.24,115.53
buy,sz.000932,2023-09-05,16516,5.89,5.86,24.2
buy,sz.000959,2023-09-05,25104,3.87,3.84,24.1
sell,sz.000959,2023-09-07,25104,,3.76,117.99
buy,sh.600398,2023-09-08,14908,6.49,6.4,23.85
buy,sh.600985,2023-09-08,8563,11.29,11.2,23.98
buy,sh.601168,2023-09-08,8231,11.75,11.75,24.18
buy,sz.002128,2023-09-08,7512,12.87,12.73,23.91
sell,sh.600985,2023-09-11,8563,,11.34,121.38
sell,sh.600398,2023-09-12,14908,,6.54,121.87
buy,sh.600901,2023-09-12,23836,4.08,4.05,24.13
buy,sh.601665,2023-09-12,26166,3.72,3.71,24.27
buy,sh.600096,2023-09-14,6146,15.81,15.74,24.18
buy,sh.600170,2023-09-15,36403,2.69,2.67,24.3
buy,sh.600483,2023-09-15,12433,7.87,7.86,24.43
buy,sh.601233,2023-09-15,6418,15.25,15.1,24.23
sell,sh.600170,2023-09-18,36403,,2.65,120.58
buy,sz.000878,2023-09-18,8370,11.68,11.55,24.17
sell,sz.000878,2023-09-21,8370,,11.46,119.9
buy,sz.000088,2023-09-21,21199,4.64,4.63,24.54
sell,sh.600483,2023-09-22,12433,,7.99,124.17
sell,sh.601168,2023-09-22,8231,,11.88,122.23
sell,sh.600096,2023-09-25,6146,,15.58,119.69
sell,sh.600901,2023-09-25,23836,,4.13,123.05
sell,sh.601233,2023-09-25,6418,,14.87,119.29
sell,sz.000088,2023-09-25,21199,,4.63,122.69
sell,sz.000932,2023-09-25,16516,,5.75,118.71
sell,sz.002128,2023-09-25,7512,,12.71,119.35
buy,sz.002966,2023-09-25,15583,6.24,6.23,24.27
buy,sz.000932,2023-09-26,16982,5.73,5.72,24.28
buy,sh.600704,2023-09-27,22478,4.32,4.31,24.22
buy,sh.601997,2023-09-27,19135,5.08,5.06,24.21
sell,sh.600704,2023-09-28,22478,,4.3,120.82
sell,sh.601665,2023-09-28,26166,,3.78,123.63
sell,sh.601997,2023-09-28,19135,,5.06,121.03
sell,sz.002966,2023-09-28,15583,,6.1,118.82
buy,sh.600820,2023-10-09,18447,5.24,5.23,24.12
buy,sh.601665,2023-10-18,25618,3.77,3.75,24.02
buy,sh.601918,2023-10-18,19716,4.9,4.89,24.1
sell,sh.601918,2023-10-19,19716,,4.82,118.79
sell,sh.600820,2023-10-20,18447,,4.98,114.83
sell,sz.000932,2023-10-20,16982,,5.46,115.9
buy,sh.601699,2023-11-06,5584,17.09,16.76,23.4
buy,sh.600901,2023-11-07,22651,4.21,4.19,23.73
buy,sz.000088,2023-11-07,21100,4.52,4.51,23.79
sell,sz.000088,2023-11-08,21100,,4.52,119.22
buy,sh.600483,2023-11-08,11898,8.02,7.98,23.74
buy,sh.600985,2023-11-08,7491,12.74,12.62,23.63
buy,sz.000728,2023-11-08,14048,6.79,6.75,23.71
buy,sz.002064,2023-11-08,13854,6.89,6.84,23.69
sell,sh.600483,2023-11-09,11898,,7.98,118.68
sell,sz.000728,2023-11-09,14048,,6.71,117.83
sell,sz.002064,2023-11-09,13854,,6.78,117.41
buy,sh.688578,2023-11-09,2560,37.11,37.02,23.69
buy,sz.000709,2023-11-14,45128,2.13,2.12,23.92
sell,sh.601665,2023-11-15,25618,,3.51,112.4
sell,sh.688578,2023-11-15,2560,,36.1,115.52
sell,sh.601699,2023-11-16,5584,,18.14,126.62
buy,sh.601168,2023-11-16,8419,11.4,11.4,23.99
buy,sh.601216,2023-11-16,26531,3.62,3.6,23.88
sell,sh.600985,2023-11-17,7491,,13.08,122.48
sell,sh.601168,2023-11-17,8419,,11.39,119.87
sell,sz.000709,2023-11-17,45128,,2.12,119.59
buy,sz.002128,2023-11-17,7642,12.59,12.53,23.94
sell,sh.600901,2023-11-20,22651,,4.21,119.2
buy,sh.600704,2023-11-20,22919,4.19,4.18,23.95
sell,sz.002128,2023-11-22,7642,,12.58,120.17
buy,sh.601880,2023-11-22,65425,1.47,1.46,23.88
buy,sh.688578,2023-11-22,2620,36.64,36.36,23.82
sell,sh.601880,2023-11-23,65425,,1.46,119.4
buy,sz.000050,2023-11-24,9122,10.52,10.48,23.9
sell,sh.688578,2023-11-27,2620,,35.82,117.31
sell,sh.601216,2023-11-28,26531,,3.53,117.07
buy,sh.600985,2023-11-28,6866,13.94,13.88,23.83
buy,sh.601699,2023-11-28,4903,19.52,19.28,23.63
sell,sh.600704,2023-11-29,22919,,4.17,119.47
buy,sz.002465,2023-11-30,7654,12.61,12.44,23.8
sell,sh.600985,2023-12-01,6866,,14.29,122.64
sell,sh.601699,2023-12-01,4903,,19.65,120.43
buy,sz.000623,2023-12-01,6362,15.11,15.1,24.02
sell,sz.000050,2023-12-04,9122,,10.71,122.12
sell,sz.000623,2023-12-04,6362,,15.05,119.69
sell,sz.002465,2023-12-04,7654,,12.46,119.21
buy,sh.600704,2023-12-04,22944,4.2,4.18,23.98
buy,sh.601997,2023-12-05,20638,4.65,4.64,23.94
buy,sh.601880,2023-12-13,66057,1.46,1.45,23.95
sell,sh.601880,2023-12-14,66057,,1.45,119.73
sell,sh.600704,2023-12-18,22944,,4.13,118.45
buy,sh.600820,2023-12-19,18849,5.09,5.05,23.8
buy,sh.600985,2023-12-19,6542,14.65,14.57,23.83
sell,sh.600820,2023-12-20,18849,,5.14,121.1
sell,sh.600985,2023-12-20,6542,,14.83,121.27
sell,sh.601997,2024-01-03,20638,,4.65,119.96
buy,sh.601997,2024-01-04,20650,4.66,4.66,24.06
buy,sz.000709,2024-01-04,46110,2.09,2.08,23.98
sell,sh.601997,2024-01-05,20650,,4.73,122.09
buy,sh.600985,2024-01-08,6104,15.78,15.7,23.96
buy,sh.601699,2024-01-08,4659,20.68,20.61,24.01
buy,sh.601997,2024-01-08,20235,4.76,4.74,23.98
sell,sh.600985,2024-01-10,6104,,15.79,120.48
sell,sh.601699,2024-01-10,4659,,20.64,120.2
sell,sh.601997,2024-01-12,20235,,4.76,120.4
sell,sz.000709,2024-01-12,46110,,2.06,118.73
buy,sh.600985,2024-01-16,6157,15.65,15.59,24.0
buy,sh.601880,2024-01-16,68399,1.41,1.4,23.94
buy,sh.600820,2024-01-30,17277,5.57,5.53,23.89
buy,sz.000623,2024-01-30,7117,13.52,13.38,23.81
buy,sz.000709,2024-01-30,46728,2.06,2.05,23.95
sell,sh.600820,2024-01-31,17277,,5.42,117.05
sell,sh.600985,2024-01-31,6157,,15.53,119.52
buy,sz.000429,2024-01-31,11497,8.32,8.31,23.89
sell,sh.601880,2024-02-01,68399,,1.34,114.57
buy,sh.600642,2024-02-01,14472,6.58,6.55,23.7
buy,sh.601699,2024-02-01,4506,21.13,21.02,23.68
sell,sh.600642,2024-02-05,14472,,6.57,118.85
sell,sz.000709,2024-02-05,46728,,1.94,113.32
buy,sh.600985,2024-02-05,6137,15.51,15.5,23.78
sell,sh.601699,2024-02-07,4506,,20.82,117.27
sell,sz.000429,2024-02-07,11497,,8.58,123.31
buy,sh.601997,2024-02-08,19544,4.93,4.93,24.09
buy,sh.600008,2024-02-19,37310,2.58,2.57,23.97
sell,sh.600008,2024-02-20,37310,,2.54,118.46
buy,sh.600157,2024-02-20,70202,1.37,1.37,24.04
buy,sh.601699,2024-02-20,4265,22.57,22.39,23.87
buy,sz.000709,2024-02-20,45679,2.11,2.1,23.98
sell,sz.000623,2024-02-21,7117,,13.94,124.01
buy,sh.600642,2024-02-21,13624,7.08,6.96,23.71
sell,sh.600157,2024-02-22,70202,,1.38,121.1
buy,sh.600008,2024-02-22,37897,2.54,2.54,24.06
buy,sh.600398,2024-02-22,13193,7.31,7.28,24.01
buy,sh.600157,2024-02-23,70277,1.39,1.38,24.25
buy,sh.601000,2024-02-23,24340,4.02,3.94,23.97
buy,sh.600483,2024-02-26,11106,8.59,8.44,23.43
sell,sh.600398,2024-02-27,13193,,7.22,119.07
sell,sh.600483,2024-02-27,11106,,8.36,116.06
buy,sz.000027,2024-02-27,15582,6.09,6.09,23.72
sell,sz.000027,2024-02-29,15582,,6.23,121.34
buy,sh.601880,2024-03-01,67297,1.44,1.43,24.06
buy,sh.688278,2024-03-01,1622,58.0,57.71,23.4
sell,sh.600157,2024-03-04,70277,,1.36,119.47
sell,sh.601880,2024-03-04,67297,,1.42,119.45
buy,sz.000429,2024-03-04,10980,8.8,8.78,24.1
sell,sh.688278,2024-03-05,1622,,59.14,119.91
buy,sh.600096,2024-03-05,5731,17.02,16.95,24.29
buy,sh.600398,2024-03-05,12076,7.73,7.71,23.28
sell,sh.600096,2024-03-06,5731,,17.09,122.43
sell,sh.600398,2024-03-06,12076,,7.7,116.23
sell,sh.601000,2024-03-06,24340,,4.04,122.92
buy,sh.600820,2024-03-06,17300,5.65,5.62,24.31
sell,sh.601699,2024-03-07,4265,,25.18,134.24
sell,sh.600642,2024-03-08,13624,,7.07,120.4
buy,sh.600157,2024-03-08,72711,1.35,1.35,24.54
buy,sz.000932,2024-03-11,17827,5.52,5.42,24.16
sell,sh.600985,2024-03-12,6137,,15.5,118.9
sell,sz.000429,2024-03-12,10980,,8.86,121.6
buy,sh.600704,2024-03-12,23915,4.1,4.08,24.39
buy,sz.000623,2024-03-13,6935,13.93,13.78,23.89
sell,sz.000623,2024-03-14,6935,,13.8,119.63
sell,sz.000932,2024-03-14,17827,,4.98,110.97
sell,sh.601997,2024-03-15,19544,,4.87,118.97
sell,sh.600157,2024-03-18,72711,,1.36,123.61
sell,sz.000709,2024-03-19,45679,,2.12,121.05
sell,sh.600704,2024-03-19,23915,,4.11,122.86
buy,sh.600642,2024-03-19,13845,6.98,6.87,23.78
sell,sh.600642,2024-03-20,13845,,6.78,117.34
buy,sz.000709,2024-03-20,45659,2.11,2.09,23.86
sell,sh.600008,2024-03-21,37897,,2.51,118.9
sell,sh.600820,2024-04-03,17300,,5.88,127.16
buy,sh.600008,2024-04-03,37800,2.56,2.56,24.19
buy,sh.601997,2024-04-03,19599,4.94,4.94,24.2
buy,sh.600157,2024-04-09,71173,1.36,1.35,24.02
buy,sz.002085,2024-04-11,6633,14.59,13.41,22.24
sell,sh.600008,2024-04-12,37800,,2.58,121.91
buy,sh.601880,2024-04-16,69315,1.39,1.38,23.91
buy,sh.603529,2024-04-16,3072,31.34,30.58,23.49
sell,sh.603529,2024-04-17,3072,,30.74,118.04
buy,sh.600483,2024-04-17,9737,9.84,9.78,23.81
buy,sh.600008,2024-04-18,36966,2.63,2.62,24.21
sell,sz.000709,2024-04-19,45659,,2.17,123.85
buy,sh.600170,2024-04-22,42319,2.34,2.32,24.55
buy,sz.000027,2024-04-22,14063,7.03,6.85,24.08
sell,sh.600170,2024-04-24,42319,,2.28,120.61
sell,sz.002085,2024-04-24,6633,,14.06,116.57
sell,sh.600157,2024-04-25,71173,,1.31,116.55
sell,sh.600483,2024-04-25,9737,,9.11,110.88
sell,sh.601880,2024-04-25,69315,,1.37,118.7
buy,sh.600170,2024-04-25,42136,2.29,2.27,23.91
buy,sh.600642,2024-04-25,12758,7.56,7.48,23.86
buy,sz.000429,2024-04-25,9919,9.72,9.72,24.1
sell,sz.000027,2024-04-26,14063,,6.86,120.59
buy,sz.000088,2024-04-26,21268,4.54,4.52,24.03
sell,sh.600008,2024-04-29,36966,,2.6,120.14
sell,sh.600170,2024-04-29,42136,,2.3,121.14
sell,sz.000088,2024-04-29,21268,,4.53,120.43
buy,sh.600820,2024-04-29,15388,6.26,6.17,23.74
sell,sh.600642,2024-04-30,12758,,7.69,122.64
buy,sh.600008,2024-04-30,36638,2.63,2.62,24.0
buy,sh.600096,2024-04-30,5193,18.52,18.37,23.85
sell,sh.600096,2024-05-06,5193,,18.63,120.93
sell,sz.000429,2024-05-06,9919,,9.33,115.68
buy,sh.601665,2024-05-06,22566,4.27,4.26,24.03
buy,sz.002128,2024-05-06,4970,19.39,19.25,23.92
buy,sh.600157,2024-05-07,71680,1.35,1.35,24.19
buy,sh.600704,2024-05-07,22361,4.33,4.31,24.09
buy,sz.000921,2024-05-07,2526,38.34,37.39,23.61
sell,sh.601997,2024-05-08,19599,,5.06,123.96
sell,sz.000921,2024-05-08,2526,,37.26,117.65
sell,sz.002128,2024-05-08,4970,,19.57,121.58
buy,sz.000423,2024-05-08,1502,64.46,64.1,24.07
buy,sz.000709,2024-05-08,44737,2.17,2.14,23.93
sell,sz.000423,2024-05-09,1502,,64.17,120.48
sell,sh.601665,2024-05-10,22566,,4.3,121.29
buy,sh.601880,2024-05-10,67950,1.43,1.42,24.12
buy,sh.600170,2024-05-13,42735,2.28,2.27,24.25
buy,sz.000623,2024-05-13,7081,13.76,13.74,24.32
buy,sz.002130,2024-05-15,7231,13.52,13.42,24.26
buy,sh.600580,2024-05-20,8053,12.32,12.18,24.52
sell,sh.600170,2024-05-21,42735,,2.33,124.47
sell,sh.600580,2024-05-21,8053,,12.04,121.2
sell,sz.000623,2024-05-21,7081,,13.75,121.7
sell,sz.002130,2024-05-21,7231,,15.18,137.21
buy,sz.000088,2024-05-21,21366,4.64,4.63,24.73
buy,sz.301301,2024-05-21,6618,14.98,14.83,24.54
buy,sz.000921,2024-05-22,2691,36.64,36.16,24.33
sell,sz.000088,2024-05-23,21366,,4.58,122.32
sell,sz.000709,2024-05-23,44737,,2.13,119.11
buy,sh.601997,2024-05-23,18207,5.39,5.37,24.44
buy,sz.002128,2024-05-23,4654,21.1,20.69,24.07
buy,sz.002773,2024-05-23,4474,21.95,21.79,24.37
sell,sh.600008,2024-05-24,36638,,2.66,121.82
sell,sz.002128,2024-05-28,4654,,21.35,124.2
sell,sz.301301,2024-05-28,6618,,13.48,111.51
sell,sz.002773,2024-05-29,4474,,21.88,122.36
sell,sh.600820,2024-05-30,15388,,6.19,119.06
sell,sh.600157,2024-05-30,71680,,1.28,114.69
sell,sh.601880,2024-05-30,67950,,1.36,115.52
sell,sz.000921,2024-05-30,2691,,37.59,126.44
buy,sh.600008,2024-05-30,36085,2.69,2.68,24.18
buy,sz.000878,2024-05-30,6927,14.01,13.62,23.59
sell,sh.600008,2024-05-31,36085,,2.66,119.98
sell,sh.600704,2024-05-31,22361,,4.35,121.59
