type,symbol,date,shares,limit_price,fill_price,fees
buy,sh.600021,2024-02-22,9793,7.85,7.85,19.22
buy,sh.600143,2024-02-22,11168,6.89,6.85,19.13
sell,sh.600143,2024-02-23,11168,,6.84,95.49
buy,sh.600157,2024-02-23,56124,1.39,1.38,19.36
buy,sh.600098,2024-02-26,15420,5.09,5.05,19.47
sell,sh.688525,2024-02-28,2004,,43.64,109.32
buy,sh.600038,2024-02-28,2210,35.84,35.71,19.73
buy,sh.600126,2024-02-28,15088,5.25,5.17,19.5
buy,sh.600143,2024-02-28,11189,7.08,7.0,19.58
buy,sh.600171,2024-02-28,6055,13.08,12.68,19.19
buy,sh.600332,2024-02-29,2837,27.38,27.38,19.42
buy,sh.600177,2024-03-01,12727,6.23,6.16,19.6
buy,sh.600299,2024-03-01,9414,8.42,8.37,19.7
sell,sh.600332,2024-03-11,2837,,27.84,98.73
sell,sh.600299,2024-03-12,9414,,8.4,98.85
buy,sh.603605,2024-03-13,834,96.13,95.04,19.82
buy,sz.002044,2024-03-13,14588,5.5,5.46,19.91
sell,sh.603605,2024-03-15,834,,93.57,97.55
sell,sz.002044,2024-03-15,14588,,5.39,98.29
sell,sh.600021,2024-03-21,9793,,8.18,100.13
sell,sh.600177,2024-03-21,12727,,5.99,95.29
sell,sh.600157,2024-03-22,56124,,1.35,94.71
buy,sh.600021,2024-03-22,9901,8.16,8.1,20.05
buy,sh.600299,2024-03-22,9711,8.32,8.23,19.98
sell,sh.600098,2024-03-25,15420,,5.35,103.12
sell,sh.600299,2024-03-25,9711,,8.27,100.39
sell,sh.600126,2024-03-26,15088,,5.95,112.22
sell,sh.600143,2024-03-26,11189,,6.7,93.71
sell,sh.600171,2024-03-26,6055,,12.68,95.97
sell,sh.600021,2024-03-27,9901,,8.08,100.0
sell,sh.600038,2024-03-27,2210,,38.56,106.52
buy,sh.600126,2024-03-29,14756,5.44,5.34,19.7
buy,sh.601333,2024-03-29,28049,2.86,2.84,19.91
buy,sh.600497,2024-04-01,14960,5.36,5.3,19.82
buy,sh.601118,2024-04-01,15870,5.06,5.05,20.04
buy,sh.601139,2024-04-01,11276,7.12,7.09,19.99
buy,sh.601228,2024-04-01,23176,3.46,3.45,19.99
sell,sh.600126,2024-04-02,14756,,5.54,102.19
buy,sh.600566,2024-04-02,2371,33.88,33.42,19.81
buy,sh.601958,2024-04-02,7447,10.79,10.78,20.07
sell,sh.601958,2024-04-03,7447,,10.76,100.16
buy,sh.601577,2024-04-03,11404,7.06,7.05,20.1
sell,sh.601333,2024-04-08,28049,,3.1,108.69
sell,sh.601577,2024-04-08,11404,,7.07,100.78
buy,sh.600098,2024-04-08,12812,6.36,6.25,20.02
buy,sh.600352,2024-04-08,10136,8.04,7.98,20.22
buy,sh.601156,2024-04-08,4745,17.17,16.32,19.36
sell,sh.600352,2024-04-09,10136,,7.97,100.98
sell,sh.600497,2024-04-09,14960,,5.46,102.1
sell,sh.600566,2024-04-09,2371,,33.57,99.49
sell,sh.601118,2024-04-09,15870,,5.13,101.77
sell,sh.601139,2024-04-09,11276,,7.32,103.18
sell,sh.601156,2024-04-09,4745,,16.47,97.69
sell,sh.601228,2024-04-09,23176,,3.39,98.21
buy,sh.600021,2024-04-09,9350,8.76,8.69,20.31
buy,sh.600157,2024-04-09,60136,1.36,1.35,20.3
buy,sh.600143,2024-04-10,11600,7.06,7.01,20.33
buy,sh.600177,2024-04-10,13383,6.12,6.12,20.48
sell,sh.600177,2024-04-11,13383,,6.12,102.38
buy,sz.002085,2024-04-11,5607,14.59,13.41,18.8
sell,sh.600143,2024-04-12,11600,,6.96,100.92
sell,sh.600157,2024-04-12,60136,,1.35,101.48
sell,sh.600098,2024-04-16,12812,,6.17,98.81
sell,sz.002085,2024-04-16,5607,,12.72,89.15
buy,sz.002130,2024-04-16,7628,10.64,10.6,20.21
sell,sz.002130,2024-04-17,7628,,11.26,107.36
buy,sh.600098,2024-04-17,13347,6.09,6.05,20.19
sell,sh.600021,2024-04-18,9350,,8.74,102.15
sell,sh.600098,2024-04-18,13347,,6.06,101.1
buy,sh.600021,2024-04-19,9428,8.66,8.6,20.27
buy,sz.002056,2024-04-19,6042,13.51,12.66,19.12
buy,sz.300100,2024-04-22,11969,6.82,6.7,20.05
buy,sh.600038,2024-04-23,1876,43.36,42.19,19.79
buy,sh.600098,2024-04-23,13637,5.97,5.95,20.29
buy,sz.002568,2024-04-24,4037,20.07,19.89,20.07
sell,sh.600038,2024-04-25,1876,,42.63,99.97
sell,sz.300100,2024-04-25,11969,,7.16,107.12
buy,sh.600177,2024-04-25,12893,6.36,6.35,20.47
buy,sh.601991,2024-04-25,28124,2.91,2.89,20.32
sell,sh.600098,2024-04-26,13637,,5.89,100.4
sell,sh.600177,2024-04-26,12893,,6.39,102.98
sell,sz.002568,2024-04-26,4037,,19.28,97.29
sell,sh.600021,2024-04-29,9428,,8.69,102.41
buy,sh.601866,2024-04-29,34541,2.38,2.37,20.47
buy,sz.000951,2024-04-29,5261,15.64,15.47,20.35
buy,sz.000709,2024-04-30,38589,2.14,2.13,20.55
sell,sh.601866,2024-05-06,34541,,2.42,104.49
sell,sh.601991,2024-05-06,28124,,2.97,104.41
sell,sz.000709,2024-05-06,38589,,2.15,103.71
sell,sz.000951,2024-05-06,5261,,15.01,98.71
sell,sz.002056,2024-05-06,6042,,13.49,101.88
buy,sh.600299,2024-05-06,8465,9.71,9.7,20.53
buy,sh.600021,2024-05-07,9295,8.92,8.89,20.66
buy,sh.600157,2024-05-07,61330,1.35,1.35,20.7
buy,sh.600171,2024-05-07,6620,12.52,12.49,20.67
buy,sh.600143,2024-05-08,11112,7.45,7.42,20.61
buy,sh.600177,2024-05-08,12285,6.74,6.72,20.64
buy,sh.600038,2024-05-10,1840,45.08,44.81,20.61
buy,sh.600153,2024-05-13,9362,8.88,8.83,20.67
buy,sh.600098,2024-05-14,13425,6.17,6.13,20.57
buy,sh.600332,2024-05-15,2681,30.85,30.8,20.64
sell,sh.600038,2024-05-16,1840,,43.36,99.73
sell,sh.600143,2024-05-16,11112,,7.33,101.81
sell,sh.600153,2024-05-16,9362,,9.2,107.66
sell,sh.600171,2024-05-16,6620,,12.15,100.54
sell,sh.600177,2024-05-16,12285,,6.9,105.96
sell,sh.600021,2024-05-17,9295,,8.8,102.25
sell,sh.600332,2024-05-17,2681,,30.31,101.58
buy,sh.600153,2024-05-20,8396,9.79,9.48,19.9
buy,sh.600177,2024-05-20,11840,6.94,6.92,20.48
sell,sh.600153,2024-05-21,8396,,9.39,98.55
sell,sh.600177,2024-05-21,11840,,6.88,101.82
sell,sh.600299,2024-05-21,8465,,9.92,104.97
buy,sh.600352,2024-05-21,9609,8.56,8.5,20.42
buy,sh.600498,2024-05-21,4854,16.94,16.73,20.3
buy,sh.600516,2024-05-21,16180,5.08,5.05,20.43
buy,sh.600739,2024-05-21,8060,10.2,10.15,20.45
sell,sh.600352,2024-05-23,9609,,8.28,99.45
sell,sh.600498,2024-05-23,4854,,16.32,99.02
sell,sh.600516,2024-05-23,16180,,4.93,99.71
sell,sh.600739,2024-05-23,8060,,10.1,101.76
buy,sh.600021,2024-05-23,8962,9.12,9.1,20.39
buy,sh.600143,2024-05-23,11111,7.35,7.27,20.19
buy,sh.600153,2024-05-23,8692,9.4,9.24,20.08
buy,sh.600171,2024-05-23,6604,12.37,12.18,20.11
buy,sh.600177,2024-05-23,11972,6.82,6.76,20.23
buy,sh.600299,2024-05-23,8391,9.74,9.64,20.22
sell,sh.600021,2024-05-28,8962,,9.86,110.46
sell,sh.600098,2024-05-28,13425,,6.18,103.71
sell,sh.600153,2024-05-28,8692,,9.09,98.76
sell,sh.600157,2024-05-28,61330,,1.3,99.66
sell,sh.600171,2024-05-28,6604,,12.81,105.75
buy,sh.600380,2024-05-28,6678,12.29,12.19,20.35
buy,sh.600497,2024-05-30,14454,5.69,5.56,20.09
sell,sh.600299,2024-06-03,8391,,9.66,101.32
sell,sh.600380,2024-06-04,6678,,12.04,100.5
sell,sh.600497,2024-06-04,14454,,5.37,97.02
buy,sh.600171,2024-06-04,4904,16.61,16.19,19.85
buy,sh.600021,2024-06-05,8231,9.91,9.79,20.15
buy,sh.600098,2024-06-05,13077,6.24,6.17,20.17
buy,sz.002851,2024-06-07,2899,28.51,27.94,20.25
sell,sz.002851,2024-06-11,2899,,27.55,99.83
sell,sh.600171,2024-06-14,4904,,18.13,111.14
sell,sh.600143,2024-06-17,11111,,6.76,93.89
sell,sh.600177,2024-06-17,11972,,6.63,99.22
buy,sh.600685,2024-06-17,2953,27.71,27.5,20.3
sell,sh.600685,2024-06-18,2953,,27.43,101.25
sell,sh.600021,2024-06-26,8231,,9.29,95.58
sell,sh.600098,2024-06-26,13077,,5.86,95.79
buy,sh.600498,2024-07-02,5141,15.79,15.71,20.19
buy,sh.600157,2024-07-03,68048,1.19,1.19,20.24
buy,sh.601016,2024-07-03,27587,2.94,2.93,20.21
sell,sh.601016,2024-07-04,27587,,2.92,100.69
buy,sh.600352,2024-07-04,10052,8.05,8.03,20.18
buy,sh.601128,2024-07-04,11905,6.8,6.68,19.88
buy,sh.600688,2024-07-05,30857,2.61,2.61,20.13
buy,sh.600098,2024-07-08,12731,6.33,6.33,20.15
buy,sh.601139,2024-07-08,12082,6.67,6.61,19.97
buy,sh.601333,2024-07-08,24558,3.28,3.28,20.14
sell,sh.600688,2024-07-09,30857,,2.58,99.51
sell,sh.601128,2024-07-09,11905,,6.7,99.7
sell,sh.601139,2024-07-09,12082,,6.58,99.37
sell,sh.601333,2024-07-09,24558,,3.23,99.15
sell,sh.600098,2024-07-10,12731,,6.22,98.98
sell,sh.600157,2024-07-10,68048,,1.15,97.82
sell,sh.600352,2024-07-10,10052,,8.14,102.28
sell,sh.600498,2024-07-10,5141,,15.63,100.44
buy,sh.600516,2024-07-12,18540,4.34,4.32,20.02
buy,sz.000050,2024-07-15,10598,7.59,7.51,19.9
buy,sz.002841,2024-07-15,2860,28.13,28.04,20.05
sell,sz.000050,2024-07-16,10598,,7.54,99.89
buy,sh.600699,2024-07-16,5129,15.65,15.62,20.03
sell,sh.600516,2024-07-17,18540,,4.24,98.26
sell,sh.600699,2024-07-17,5129,,15.81,101.36
sell,sz.002841,2024-07-17,2860,,29.82,106.61
buy,sh.600332,2024-07-17,2842,28.46,28.44,20.21
buy,sh.600177,2024-07-18,12541,6.46,6.44,20.19
buy,sh.600299,2024-07-18,7690,10.53,10.53,20.24
buy,sh.688183,2024-07-19,3184,25.49,24.89,19.81
sell,sh.600332,2024-07-22,2842,,29.43,104.55
sell,sh.600299,2024-07-23,7690,,10.63,102.18
buy,sh.688702,2024-07-23,1713,47.4,45.85,19.64
buy,sh.688052,2024-07-24,787,102.65,99.54,19.58
buy,sz.300100,2024-07-24,9484,8.52,8.2,19.44
buy,sz.002130,2024-07-25,4932,16.29,15.56,19.19
sell,sh.688183,2024-07-26,3184,,22.73,90.47
sell,sh.688702,2024-07-29,1713,,42.08,90.1
buy,sh.600299,2024-07-29,7550,10.57,10.51,19.84
sell,sh.600177,2024-07-30,12541,,6.32,99.07
sell,sz.002130,2024-07-30,4932,,16.93,104.37
buy,sh.600528,2024-07-30,11210,7.13,7.12,19.95
buy,sh.600879,2024-07-30,10094,7.92,7.88,19.89
buy,sh.600927,2024-07-30,7197,11.1,11.1,19.97
buy,sh.601016,2024-07-30,27525,2.9,2.88,19.82
buy,sh.688702,2024-07-30,1897,42.1,41.92,19.88
sell,sh.600299,2024-07-31,7550,,10.69,100.89
sell,sz.300100,2024-07-31,9484,,8.9,105.51
sell,sh.688702,2024-08-01,1897,,45.4,107.65
buy,sh.600909,2024-08-01,18160,4.57,4.56,20.7
sell,sh.600528,2024-08-02,11210,,7.33,102.71
sell,sh.600879,2024-08-02,10094,,8.15,102.83
sell,sh.600909,2024-08-02,18160,,4.54,103.06
sell,sh.600927,2024-08-02,7197,,11.42,102.74
sell,sh.601016,2024-08-02,27525,,2.88,99.09
buy,sh.600177,2024-08-02,12891,6.47,6.46,20.82
buy,sh.600369,2024-08-02,21567,3.87,3.83,20.65
sell,sh.600369,2024-08-05,21567,,3.79,102.17
buy,sh.600171,2024-08-06,3534,23.33,23.05,20.36
buy,sh.600143,2024-08-07,12530,6.57,6.54,20.49
buy,sh.600332,2024-08-07,2892,28.48,28.22,20.4
buy,sz.002607,2024-08-08,30832,2.67,2.46,18.96
sell,sh.600332,2024-08-09,2892,,28.36,102.52
buy,sh.600299,2024-08-09,7597,10.91,10.74,20.4
sell,sh.600299,2024-08-12,7597,,10.6,100.66
sell,sz.002607,2024-08-12,30832,,2.08,80.16
buy,sh.600157,2024-08-12,65873,1.25,1.2,19.76
buy,sh.600332,2024-08-13,2831,28.77,28.57,20.22
buy,sz.002607,2024-08-13,41561,1.96,1.95,20.26
sell,sh.600332,2024-08-15,2831,,28.41,100.54
buy,sh.600098,2024-08-16,13805,5.92,5.84,20.16
sell,sh.600157,2024-08-20,65873,,1.05,86.46
sell,sh.688052,2024-08-21,787,,93.7,92.18
sell,sh.600171,2024-08-22,3534,,21.05,92.99
sell,sh.600098,2024-08-23,13805,,5.66,97.67
sell,sz.002607,2024-08-23,41561,,1.74,90.4
buy,sh.600704,2024-08-23,18773,4.18,4.08,19.15
buy,sh.601019,2024-08-23,6606,11.88,11.83,19.54
buy,sh.601228,2024-08-23,24968,3.14,3.13,19.54
sell,sh.601019,2024-08-26,6606,,11.64,96.12
buy,sh.601577,2024-08-26,10618,7.36,7.34,19.48
buy,sz.000582,2024-08-26,10320,7.57,7.2,18.58
sell,sh.600704,2024-08-27,18773,,4.08,95.74
buy,sz.000960,2024-08-27,5676,13.76,13.53,19.2
sell,sz.000582,2024-08-28,10320,,7.0,90.3
buy,sh.601928,2024-08-29,7545,10.36,10.21,19.26
sell,sh.600177,2024-08-30,12891,,6.58,106.03
buy,sz.002202,2024-08-30,9441,8.24,8.22,19.4
sell,sh.601228,2024-09-02,24968,,3.08,96.13
sell,sh.601577,2024-09-02,10618,,6.73,89.32
sell,sz.000960,2024-09-02,5676,,13.34,94.65
buy,sh.605589,2024-09-02,4182,18.53,18.3,19.13
buy,sz.002673,2024-09-02,12144,6.38,6.31,19.16
sell,sz.002202,2024-09-03,9441,,8.21,96.89
sell,sz.002673,2024-09-03,12144,,6.28,95.33
buy,sh.600348,2024-09-03,11108,6.96,6.91,19.19
sell,sh.600143,2024-09-04,12530,,7.51,117.63
sell,sh.600348,2024-09-04,11108,,6.76,93.86
sell,sh.601928,2024-09-04,7545,,10.43,98.37
sell,sh.605589,2024-09-04,4182,,18.0,94.1
buy,sh.600535,2024-09-04,5603,13.86,13.85,19.4
buy,sz.002436,2024-09-04,8603,9.03,8.88,19.1
sell,sz.002436,2024-09-05,8603,,9.1,97.86
buy,sh.603129,2024-09-06,590,131.65,131.13,19.34
sell,sh.603129,2024-09-09,590,,130.1,95.95
buy,sz.300100,2024-09-09,8939,8.67,8.56,19.13
sell,sh.600535,2024-09-10,5603,,13.48,94.41
sell,sz.300100,2024-09-10,8939,,8.64,96.54
buy,sh.600143,2024-09-10,10761,7.2,7.13,19.18
buy,sh.600352,2024-09-10,9051,8.56,8.52,19.28
buy,sh.600392,2024-09-11,9935,7.8,7.8,19.37
buy,sh.600126,2024-09-20,22462,3.45,3.44,19.32
sell,sh.600126,2024-09-26,22462,,3.72,104.45
sell,sh.600143,2024-09-26,10761,,7.38,99.27
sell,sh.600352,2024-09-26,9051,,8.79,99.45
sell,sh.600392,2024-09-26,9935,,8.25,102.45
buy,sh.601921,2024-09-26,10277,7.64,7.64,19.63
buy,sz.002273,2024-09-26,4798,16.37,16.15,19.37
sell,sz.002273,2024-09-30,4798,,18.02,108.07
sell,sh.601921,2024-10-09,10277,,8.13,104.44
buy,sh.600143,2024-10-09,9406,8.6,8.3,19.52
buy,sh.601156,2024-10-09,4756,17.01,16.47,19.58
buy,sh.601611,2024-10-09,9389,8.62,8.19,19.22
buy,sh.603233,2024-10-09,5055,16.01,15.12,19.11
buy,sh.688122,2024-10-09,1536,52.68,48.71,18.7
buy,sh.688361,2024-10-09,1081,74.82,73.52,19.87
buy,sz.000050,2024-10-09,9260,8.74,8.35,19.33
buy,sz.300037,2024-10-09,1839,43.99,41.24,18.96
sell,sh.601156,2024-10-10,4756,,16.6,98.69
sell,sh.603233,2024-10-10,5055,,14.32,90.48
sell,sh.688122,2024-10-10,1536,,47.09,90.41
sell,sz.000050,2024-10-10,9260,,8.12,93.99
buy,sh.688100,2024-10-10,1756,44.72,44.31,19.45
sell,sh.601611,2024-10-11,9389,,8.26,96.94
sell,sh.688100,2024-10-11,1756,,40.44,88.77
buy,sh.688563,2024-10-11,1467,53.29,52.48,19.25
buy,sz.000050,2024-10-11,9764,8.01,7.74,18.89
buy,sz.300676,2024-10-11,1633,47.89,46.16,18.84
buy,sz.300699,2024-10-11,2506,31.2,30.69,19.23
sell,sh.688361,2024-10-14,1081,,63.37,85.63
sell,sz.300037,2024-10-14,1839,,37.1,85.28
sell,sz.300676,2024-10-14,1633,,44.78,91.41
buy,sz.301611,2024-10-14,1172,64.64,64.04,18.76
sell,sh.600143,2024-10-15,9406,,7.82,91.94
sell,sz.301611,2024-10-15,1172,,66.53,97.47
buy,sh.601233,2024-10-15,6379,12.12,12.06,19.23
buy,sh.688363,2024-10-15,1263,61.18,59.84,18.89
buy,sh.688469,2024-10-15,17731,4.36,4.35,19.28
buy,sz.000032,2024-10-15,4434,17.43,17.07,18.92
buy,sz.300454,2024-10-15,1167,66.23,65.89,19.22
sell,sh.688363,2024-10-16,1263,,58.05,91.65
sell,sh.688469,2024-10-16,17731,,4.27,94.64
sell,sh.688563,2024-10-16,1467,,50.88,93.3
sell,sz.000032,2024-10-16,4434,,16.8,93.11
sell,sz.300699,2024-10-16,2506,,31.48,98.61
buy,sh.600535,2024-10-16,5189,14.58,14.58,18.91
buy,sh.600998,2024-10-16,14536,5.21,5.16,18.75
buy,sh.603290,2024-10-16,814,92.91,91.23,18.57
buy,sh.688387,2024-10-16,12286,6.16,6.12,18.8
buy,sz.300017,2024-10-16,8837,8.56,8.53,18.84
buy,sz.300676,2024-10-16,1688,44.82,44.82,18.91
buy,sz.301308,2024-10-16,872,86.77,85.03,18.54
sell,sh.600535,2024-10-17,5189,,14.63,94.89
sell,sh.603290,2024-10-17,814,,91.06,92.65
sell,sz.300017,2024-10-17,8837,,8.72,96.32
sell,sz.300454,2024-10-17,1167,,67.3,98.17
sell,sz.300676,2024-10-17,1688,,44.94,94.82
sell,sz.301308,2024-10-17,872,,85.11,92.77
buy,sh.603225,2024-10-17,6712,11.17,11.11,18.64
buy,sh.603233,2024-10-17,5521,13.59,13.55,18.7
sell,sh.600998,2024-10-18,14536,,5.05,91.76
sell,sh.688387,2024-10-18,12286,,6.35,97.52
sell,sh.601233,2024-10-21,6379,,11.89,94.81
sell,sh.603225,2024-10-21,6712,,11.19,93.88
sell,sh.603233,2024-10-21,5521,,13.82,95.38
sell,sz.000050,2024-10-21,9764,,7.72,94.22
buy,sh.600098,2024-10-21,12782,5.96,5.95,19.01
buy,sh.600126,2024-10-21,18817,4.05,4.03,18.96
buy,sh.600177,2024-10-21,10859,7.02,6.96,18.89
buy,sh.600299,2024-10-21,7057,10.8,10.74,18.95
buy,sh.600348,2024-10-21,10272,7.42,7.41,19.03
buy,sh.600352,2024-10-21,8057,9.46,9.43,18.99
buy,sh.600380,2024-10-21,7068,10.78,10.76,19.01
sell,sh.600098,2024-10-22,12782,,5.97,95.39
sell,sh.600126,2024-10-22,18817,,3.96,93.14
sell,sh.600299,2024-10-22,7057,,11.01,97.12
sell,sh.600348,2024-10-22,10272,,7.36,94.5
sell,sh.600352,2024-10-22,8057,,9.37,94.37
buy,sh.600157,2024-10-22,60828,1.25,1.25,19.01
buy,sh.601061,2024-10-22,10305,7.39,7.38,19.01
sell,sh.600157,2024-10-23,60828,,1.29,98.09
sell,sh.601061,2024-10-23,10305,,7.51,96.74
buy,sh.600352,2024-10-23,8122,9.42,9.42,19.13
buy,sh.600098,2024-10-24,12714,6.05,6.0,19.07
buy,sh.600126,2024-10-24,19079,4.03,3.98,18.98
buy,sh.600143,2024-10-24,9482,8.11,8.06,19.11
buy,sh.600299,2024-10-24,6702,11.47,11.47,19.22
buy,sh.600332,2024-10-24,2776,27.69,27.63,19.18
buy,sh.600348,2024-10-24,10311,7.46,7.37,19.0
buy,sh.600392,2024-10-24,7872,9.77,9.69,19.07
sell,sh.600098,2024-11-06,12714,,6.08,96.63
sell,sh.600126,2024-11-06,19079,,4.1,97.78
sell,sh.600143,2024-11-06,9482,,8.89,105.37
sell,sh.600332,2024-11-06,2776,,27.96,97.02
sell,sh.600352,2024-11-06,8122,,9.88,100.31
sell,sh.600380,2024-11-06,7068,,11.55,102.04
sell,sh.600392,2024-11-06,7872,,13.4,131.86
buy,sh.600535,2024-11-06,5535,14.81,14.78,20.45
buy,sh.600685,2024-11-06,3117,26.29,26.19,20.41
buy,sh.600884,2024-11-06,8628,9.5,9.23,19.91
buy,sh.600998,2024-11-06,15950,5.14,5.08,20.26
sell,sh.600884,2024-11-08,8628,,9.16,98.79
buy,sh.600521,2024-11-08,4470,18.57,18.5,20.67
buy,sh.600699,2024-11-08,4708,17.63,17.52,20.62
sell,sh.600177,2024-11-11,10859,,7.03,95.42
sell,sh.600348,2024-11-11,10311,,7.48,96.41
sell,sh.600521,2024-11-11,4470,,18.2,101.69
sell,sh.600535,2024-11-11,5535,,15.08,104.33
sell,sh.600998,2024-11-11,15950,,5.36,106.87
buy,sh.600332,2024-11-11,2873,28.68,28.38,20.38
buy,sh.603233,2024-11-11,5161,15.97,15.84,20.44
buy,sz.000429,2024-11-11,7738,10.65,10.53,20.37
buy,sh.688615,2024-11-12,600,137.44,136.27,20.44
sell,sh.600299,2024-11-13,6702,,11.04,92.49
sell,sh.603233,2024-11-13,5161,,16.24,104.77
sell,sz.000429,2024-11-13,7738,,10.51,101.66
buy,sh.603298,2024-11-13,4670,17.56,17.54,20.48
buy,sh.603338,2024-11-13,1529,53.6,52.64,20.12
buy,sh.603605,2024-11-13,841,97.49,94.67,19.9
buy,sh.688363,2024-11-13,1239,66.14,65.76,20.37
buy,sz.002007,2024-11-13,4809,17.05,16.96,20.39
sell,sh.603605,2024-11-14,841,,92.99,97.76
sell,sh.688615,2024-11-14,600,,135.32,101.49
buy,sh.600535,2024-11-14,5431,15.11,14.94,20.28
buy,sh.603899,2024-11-14,2702,30.36,30.16,20.37
buy,sh.688475,2024-11-14,2349,34.93,34.32,20.15
sell,sz.002007,2024-11-15,4809,,16.39,98.52
sell,sh.603338,2024-11-18,1529,,52.1,99.58
sell,sh.688363,2024-11-18,1239,,60.26,93.33
sell,sh.688475,2024-11-18,2349,,32.15,94.4
buy,sh.601921,2024-11-18,10110,7.78,7.64,19.31
buy,sh.601928,2024-11-18,7773,10.11,10.02,19.47
sell,sh.600332,2024-11-19,2873,,27.8,99.84
sell,sh.601921,2024-11-19,10110,,7.43,93.9
sell,sh.601928,2024-11-19,7773,,9.86,95.8
sell,sh.603298,2024-11-19,4670,,16.67,97.31
sell,sh.603899,2024-11-19,2702,,28.88,97.54
sell,sh.600535,2024-11-20,5431,,14.58,98.98
sell,sh.600685,2024-11-20,3117,,24.99,97.37
sell,sh.600699,2024-11-20,4708,,16.68,98.16
buy,sh.600348,2024-11-21,10524,7.41,7.4,19.47
buy,sz.002841,2024-11-21,2026,38.48,38.28,19.39
buy,sh.601333,2024-11-22,23066,3.38,3.34,19.26
buy,sh.601799,2024-11-22,544,143.05,137.98,18.77
buy,sz.000937,2024-11-22,13196,5.9,5.8,19.13
sell,sz.000937,2024-11-25,13196,,5.69,93.86
sell,sh.601333,2024-11-26,23066,,3.25,93.71
sell,sh.601799,2024-11-26,544,,135.38,92.06
sell,sh.600348,2024-11-27,10524,,7.08,93.14
buy,sh.601128,2024-11-27,11899,6.45,6.42,19.1
buy,sz.000429,2024-11-27,6798,11.29,11.24,19.1
sell,sz.002841,2024-11-28,2026,,37.28,94.41
buy,sh.600563,2024-11-28,597,128.89,127.44,19.02
buy,sz.002595,2024-11-28,1733,44.43,43.75,18.95
sell,sz.000429,2024-11-29,6798,,11.45,97.3
sell,sz.002595,2024-11-29,1733,,43.67,94.6
buy,sh.603000,2024-11-29,3013,25.53,24.77,18.66
buy,sh.603338,2024-11-29,1287,59.72,59.59,19.17
buy,sz.301611,2024-12-02,1142,67.59,67.56,19.29
sell,sh.600563,2024-12-03,597,,130.07,97.06
buy,sh.601921,2024-12-03,10190,7.61,7.59,19.34
buy,sh.688017,2024-12-03,613,126.36,125.25,19.19
buy,sh.688235,2024-12-03,427,181.33,177.68,18.97
sell,sh.688235,2024-12-04,427,,174.82,93.31
buy,sh.601228,2024-12-04,21965,3.52,3.48,19.11
sell,sh.601128,2024-12-05,11899,,6.53,97.13
sell,sh.601228,2024-12-05,21965,,3.46,95.0
sell,sh.601921,2024-12-05,10190,,7.48,95.28
sell,sh.603000,2024-12-05,3013,,24.55,92.46
sell,sh.603338,2024-12-05,1287,,60.31,97.02
sell,sh.688017,2024-12-05,613,,133.28,102.13
sell,sz.301611,2024-12-05,1142,,66.19,94.49
buy,sh.600098,2024-12-05,12220,6.3,6.26,19.12
buy,sh.600157,2024-12-05,46677,1.65,1.65,19.25
buy,sh.600177,2024-12-05,10455,7.37,7.34,19.18
buy,sh.600118,2024-12-06,2645,29.27,29.1,19.24
buy,sh.600143,2024-12-06,8857,8.74,8.73,19.33
buy,sz.300623,2024-12-06,1975,39.2,38.41,18.96
sell,sh.600157,2024-12-09,46677,,1.97,114.94
sell,sh.600177,2024-12-09,10455,,7.52,98.28
buy,sh.600126,2024-12-09,18094,4.34,4.33,19.59
buy,sh.688318,2024-12-09,546,143.77,140.28,19.15
buy,sz.301611,2024-12-09,1168,67.23,66.77,19.5
buy,sh.600131,2024-12-11,3586,22.21,21.42,19.2
buy,sh.688615,2024-12-11,643,123.7,120.56,19.38
buy,sz.300100,2024-12-11,3369,23.64,22.59,19.03
sell,sh.600118,2024-12-13,2645,,31.29,103.45
sell,sh.600126,2024-12-13,18094,,4.39,99.29
sell,sh.600143,2024-12-13,8857,,8.9,98.53
buy,sh.600332,2024-12-13,2758,28.68,28.39,19.57
buy,sh.600380,2024-12-13,6863,11.53,11.43,19.61
buy,sh.600435,2024-12-13,7077,11.18,10.91,19.3
sell,sh.600435,2024-12-16,7077,,10.67,94.39
sell,sh.688615,2024-12-17,643,,108.08,86.87
sell,sz.300623,2024-12-17,1975,,34.83,85.99
sell,sh.600380,2024-12-18,6863,,11.2,96.08
sell,sz.300100,2024-12-18,3369,,20.16,84.9
sell,sz.301611,2024-12-18,1168,,60.09,87.73
sell,sh.600332,2024-12-19,2758,,27.84,95.98
sell,sh.688318,2024-12-19,546,,129.39,88.31
buy,sz.300100,2024-12-19,3745,20.02,19.93,18.66
buy,sz.002583,2024-12-20,4105,18.23,17.69,18.15
sell,sh.600131,2024-12-23,3586,,19.9,89.2
sell,sz.002583,2024-12-23,4105,,16.52,84.77
buy,sh.600126,2024-12-23,16501,4.55,4.45,18.36
buy,sh.600157,2024-12-23,39937,1.88,1.86,18.57
buy,sh.688318,2024-12-23,556,134.81,134.69,18.72
sell,sh.600098,2024-12-24,12220,,6.17,94.25
sell,sh.600126,2024-12-25,16501,,4.26,87.87
buy,sh.600299,2024-12-25,6682,11.23,11.2,18.71
buy,sh.600352,2024-12-25,7528,9.97,9.91,18.65
buy,sh.600521,2024-12-25,4060,18.48,18.26,18.53
sell,sh.600521,2024-12-27,4060,,17.79,90.28
buy,sh.600498,2024-12-27,3766,19.87,19.55,18.41
buy,sh.600699,2024-12-27,4642,16.12,16.03,18.6
