type,symbol,date,shares,limit_price,fill_price,fees
sell,sh.600157,2024-12-30,39937,,1.8,89.86
buy,sz.300623,2024-12-30,2040,36.62,36.22,18.47
sell,sh.600299,2025-01-02,6682,,11.99,100.15
sell,sh.600352,2025-01-02,7528,,9.62,90.52
sell,sh.600498,2025-01-02,3766,,18.39,86.57
sell,sh.600699,2025-01-02,4642,,15.17,88.02
sell,sh.688318,2025-01-02,556,,118.15,82.11
buy,sh.600126,2025-01-02,15172,4.78,4.78,18.13
sell,sh.600126,2025-01-03,15172,,4.56,86.48
sell,sz.300623,2025-01-03,2040,,31.51,80.35
buy,sh.600299,2025-01-06,6093,11.54,11.39,17.35
sell,sz.300100,2025-01-07,3745,,18.72,87.63
sell,sh.600299,2025-01-08,6093,,11.07,84.31
buy,sh.600497,2025-01-17,12787,5.48,5.47,17.49
sell,sh.600497,2025-01-20,12787,,5.5,87.91
buy,sz.002131,2025-01-21,18597,3.77,3.66,17.02
buy,sh.688017,2025-01-22,475,146.98,146.8,17.43
buy,sz.300100,2025-01-22,2436,28.71,26.8,16.32
sell,sz.002131,2025-01-23,18597,,3.73,86.71
buy,sz.002851,2025-01-23,987,71.11,69.18,17.07
sell,sh.688017,2025-01-24,475,,154.74,91.88
sell,sz.002851,2025-01-24,987,,67.79,83.64
sell,sz.300100,2025-01-24,2436,,26.72,81.36
buy,sz.002128,2025-02-05,3663,19.21,18.87,17.28
sell,sz.002128,2025-02-06,3663,,18.24,83.52
buy,sh.600688,2025-02-06,24214,2.9,2.89,17.49
sell,sh.600688,2025-02-07,24214,,2.91,88.08
buy,sh.601799,2025-02-10,522,134.35,133.6,17.43
buy,sz.300763,2025-02-10,1278,54.86,54.1,17.28
sell,sh.601799,2025-02-11,522,,134.55,87.79
sell,sz.300763,2025-02-11,1278,,53.05,84.75
buy,sh.600606,2025-02-11,35756,1.96,1.94,17.34
buy,sh.600299,2025-02-12,6143,11.38,11.28,17.32
sell,sh.600606,2025-02-13,35756,,2.0,89.39
buy,sh.601179,2025-02-13,9820,7.14,6.92,16.99
sell,sh.601179,2025-02-18,9820,,6.89,84.57
buy,sh.600126,2025-02-18,5725,12.25,11.2,16.03
sell,sh.600299,2025-02-19,6143,,10.96,84.16
buy,sz.002607,2025-02-19,18998,3.68,3.68,17.48
sell,sz.002607,2025-02-20,18998,,3.74,88.82
buy,sh.600602,2025-02-20,3032,22.97,22.29,16.9
buy,sh.688017,2025-02-20,402,173.1,169.48,17.03
sell,sh.688017,2025-02-21,402,,174.33,87.6
buy,sh.600988,2025-02-21,3498,20.01,19.66,17.19
buy,sz.002131,2025-02-21,16311,4.29,4.28,17.45
sell,sh.600988,2025-02-24,3498,,19.27,84.26
sell,sz.002131,2025-02-24,16311,,4.43,90.32
buy,sh.603728,2025-02-24,788,90.71,87.43,17.22
buy,sh.688615,2025-02-24,536,133.22,131.96,17.68
buy,sz.002130,2025-02-24,2805,25.48,24.66,17.29
buy,sz.002607,2025-02-24,19429,3.68,3.6,17.49
buy,sz.002851,2025-02-24,1141,62.65,62.13,17.72
buy,sz.300017,2025-02-24,4688,15.25,14.45,16.94
buy,sz.300100,2025-02-24,2116,33.78,32.84,17.37
sell,sh.603728,2025-02-25,788,,85.11,83.83
sell,sh.688615,2025-02-25,536,,130.59,87.5
sell,sz.002130,2025-02-25,2805,,24.19,84.82
sell,sz.002607,2025-02-25,19429,,3.54,85.97
sell,sz.002851,2025-02-25,1141,,58.99,84.13
sell,sz.300017,2025-02-25,4688,,13.89,81.4
sell,sz.300100,2025-02-25,2116,,32.53,86.04
buy,sh.600988,2025-02-25,3655,19.54,19.51,17.83
buy,sh.603225,2025-02-25,5819,12.27,12.16,17.69
buy,sz.002131,2025-02-25,15765,4.53,4.38,17.26
buy,sz.002583,2025-02-25,4878,14.64,14.46,17.63
sell,sh.600126,2025-02-26,5725,,12.91,92.39
sell,sz.002583,2025-02-26,4878,,14.24,86.83
buy,sz.002080,2025-02-26,4760,15.0,14.92,17.75
sell,sz.002080,2025-02-27,4760,,14.97,89.07
sell,sz.002131,2025-02-27,15765,,4.24,83.55
buy,sh.600739,2025-02-27,6567,10.89,10.78,17.7
buy,sz.002607,2025-02-27,19545,3.66,3.66,17.88
buy,sz.300454,2025-02-27,619,115.43,113.03,17.49
buy,sh.600967,2025-02-28,7045,10.0,9.74,17.15
sell,sh.600967,2025-03-03,7045,,9.65,84.98
sell,sh.603225,2025-03-03,5819,,12.63,91.87
sell,sz.300454,2025-03-03,619,,102.46,79.28
buy,sh.688220,2025-03-03,623,109.3,102.94,16.03
sell,sz.002607,2025-03-04,19545,,3.4,83.07
sell,sh.600739,2025-03-05,6567,,10.68,87.67
sell,sh.600988,2025-03-05,3655,,18.87,86.21
buy,sh.603728,2025-03-06,858,80.45,80.44,17.25
buy,sh.600126,2025-03-07,5450,12.7,12.02,16.38
buy,sz.300454,2025-03-10,528,131.45,126.22,16.66
buy,sh.688017,2025-03-11,411,169.26,165.15,16.97
buy,sz.002851,2025-03-11,1153,60.44,59.59,17.18
sell,sz.002851,2025-03-12,1153,,63.07,90.9
sell,sz.300454,2025-03-13,528,,114.47,75.55
buy,sz.300017,2025-03-13,5298,13.37,13.03,17.26
buy,sz.300100,2025-03-13,2089,33.92,32.06,16.74
sell,sh.603728,2025-03-14,858,,74.1,79.47
buy,sz.300454,2025-03-14,603,115.12,113.59,17.12
buy,sh.688183,2025-03-19,2107,34.0,32.99,17.38
buy,sz.002851,2025-03-19,1088,65.84,63.12,17.17
sell,sh.600602,2025-03-20,3032,,26.04,98.69
sell,sh.688183,2025-03-20,2107,,32.26,84.96
sell,sz.300454,2025-03-24,603,,102.92,77.58
buy,sh.600685,2025-03-24,2800,24.75,24.58,17.21
buy,sh.600967,2025-03-24,6120,11.33,11.16,17.07
sell,sh.600685,2025-03-25,2800,,24.29,85.02
sell,sh.600967,2025-03-25,6120,,11.1,84.92
sell,sh.688220,2025-03-25,623,,93.43,72.76
sell,sz.002851,2025-03-25,1088,,58.97,80.2
sell,sh.600126,2025-03-26,5450,,10.22,69.62
sell,sh.688017,2025-03-26,411,,158.16,81.25
sell,sz.300017,2025-03-26,5298,,11.77,77.95
sell,sz.300100,2025-03-26,2089,,45.06,117.66
buy,sh.600098,2025-03-26,10823,6.21,6.16,16.67
buy,sh.688183,2025-03-26,2145,31.32,31.08,16.67
sell,sh.600098,2025-03-27,10823,,6.07,82.12
buy,sh.601608,2025-03-27,11076,6.07,5.92,16.39
sell,sh.601608,2025-03-28,11076,,5.47,75.73
buy,sh.601799,2025-03-28,495,134.82,134.42,16.63
buy,sz.300100,2025-03-28,1485,44.99,44.26,16.43
sell,sh.601799,2025-03-31,495,,135.93,84.11
buy,sz.300763,2025-03-31,1143,58.11,56.83,16.24
sell,sh.688183,2025-04-02,2145,,29.53,79.18
sell,sz.300763,2025-04-02,1143,,59.77,85.4
buy,sh.688608,2025-04-03,245,274.67,266.23,16.31
sell,sh.688608,2025-04-07,245,,231.44,70.88
buy,sh.600126,2025-04-07,5476,12.2,11.48,15.72
sell,sz.300100,2025-04-09,1485,,37.22,69.09
buy,sz.300100,2025-04-17,1231,52.56,51.16,15.74
sell,sz.300100,2025-04-18,1231,,48.82,75.12
buy,sh.688220,2025-04-18,706,91.26,89.62,15.82
buy,sh.688347,2025-04-21,1233,52.08,51.58,15.9
buy,sh.600602,2025-04-22,2901,22.31,21.82,15.82
buy,sh.688017,2025-04-22,453,142.86,141.56,16.03
buy,sz.300017,2025-04-22,5901,10.97,10.83,15.98
sell,sh.688347,2025-04-23,1233,,53.5,82.46
sell,sh.600602,2025-04-24,2901,,21.71,78.73
sell,sh.688220,2025-04-25,706,,88.0,77.66
buy,sz.300100,2025-04-28,1153,55.9,54.95,15.84
buy,sz.300454,2025-04-28,680,94.83,93.67,15.92
buy,sh.688220,2025-04-29,700,91.99,90.6,15.86
sell,sh.688017,2025-04-30,453,,145.2,82.22
sell,sh.688220,2025-04-30,700,,92.62,81.04
sell,sz.300017,2025-04-30,5901,,11.26,83.06
sell,sz.300100,2025-04-30,1153,,55.6,80.13
sell,sz.300454,2025-04-30,680,,97.34,82.74
buy,sz.300100,2025-05-06,1161,56.26,55.25,16.04
buy,sh.688017,2025-05-07,443,148.46,147.93,16.38
buy,sh.688220,2025-05-07,686,95.84,92.46,15.86
buy,sz.300115,2025-05-07,3000,21.93,21.92,16.44
buy,sz.300454,2025-05-07,654,100.54,99.11,16.2
sell,sh.600126,2025-05-08,5476,,11.58,79.27
buy,sz.300017,2025-05-08,5587,11.66,11.65,16.27
sell,sh.688017,2025-05-09,443,,143.68,79.56
sell,sh.688220,2025-05-09,686,,85.55,73.36
sell,sz.300017,2025-05-09,5587,,11.43,79.82
sell,sz.300100,2025-05-09,1161,,54.82,79.56
sell,sz.300115,2025-05-09,3000,,21.44,80.4
sell,sz.300454,2025-05-09,654,,96.76,79.1
buy,sh.688347,2025-05-09,1251,52.0,47.63,14.9
buy,sh.600602,2025-05-14,2835,22.67,22.58,16.0
buy,sz.300115,2025-05-14,2867,22.42,22.28,15.97
buy,sh.688183,2025-05-15,2055,31.27,30.52,15.68
buy,sz.002851,2025-05-15,1329,48.35,47.17,15.67
buy,sz.300454,2025-05-15,676,95.01,94.71,16.01
buy,sz.300100,2025-05-16,1157,54.74,52.53,15.19
buy,sz.002583,2025-05-19,5147,12.35,12.24,15.75
sell,sz.300115,2025-05-20,2867,,21.24,76.12
buy,sh.688599,2025-05-20,4506,13.92,13.8,15.55
buy,sz.300751,2025-05-21,847,74.38,73.71,15.61
sell,sh.688347,2025-05-22,1251,,47.78,74.72
sell,sz.300100,2025-05-22,1157,,48.36,69.94
sell,sz.300454,2025-05-22,676,,91.67,77.46
sell,sh.600602,2025-05-26,2835,,20.64,73.14
sell,sh.688599,2025-05-26,4506,,13.48,75.93
sell,sz.300751,2025-05-26,847,,70.32,74.45
buy,sh.688336,2025-05-26,1124,54.56,51.55,14.49
sell,sz.002583,2025-05-27,5147,,11.6,74.63
sell,sz.002851,2025-05-28,1329,,43.64,72.5
buy,sh.600177,2025-06-03,8776,7.08,7.06,15.49
sell,sh.600177,2025-06-05,8776,,7.07,77.56
sell,sh.688336,2025-06-09,1124,,63.52,89.25
buy,sh.688220,2025-06-10,805,80.92,78.04,15.71
buy,sh.688525,2025-06-10,1047,62.2,61.04,15.98
buy,sz.002851,2025-06-10,1378,47.26,46.63,16.06
sell,sh.688525,2025-06-11,1047,,60.8,79.57
buy,sh.688336,2025-06-11,1022,63.4,61.78,15.78
sell,sz.002851,2025-06-12,1378,,46.66,80.37
buy,sh.688599,2025-06-12,4530,14.25,14.1,15.97
buy,sz.000539,2025-06-12,13622,4.74,4.68,15.94
buy,sz.300003,2025-06-12,4910,13.15,12.96,15.91
sell,sh.688183,2025-06-13,2055,,42.7,109.69
buy,sz.300558,2025-06-13,1001,64.39,64.04,16.03
sell,sz.000539,2025-06-16,13622,,4.65,79.18
sell,sz.300558,2025-06-16,1001,,62.3,77.95
buy,sh.688183,2025-06-16,1470,43.52,43.38,15.94
sell,sh.688599,2025-06-17,4530,,13.96,79.05
sell,sz.300003,2025-06-17,4910,,13.62,83.59
buy,sh.688192,2025-06-17,1001,64.25,62.5,15.64
buy,sz.300570,2025-06-17,679,94.73,94.28,16.0
sell,sh.688336,2025-06-18,1022,,55.28,70.62
buy,sz.300100,2025-06-20,1408,46.19,45.93,16.17
sell,sh.688220,2025-06-23,805,,70.33,70.77
sell,sh.688192,2025-06-24,1001,,62.97,78.79
sell,sz.300100,2025-06-25,1408,,49.01,86.26
buy,sh.600516,2025-06-26,14107,4.6,4.59,16.19
sell,sh.600516,2025-06-27,14107,,4.62,81.47
buy,sh.600126,2025-06-30,7150,9.13,9.05,16.18
buy,sz.002044,2025-06-30,12483,5.23,5.15,16.07
buy,sz.002851,2025-06-30,1292,50.52,50.42,16.29
buy,sh.600602,2025-07-01,3267,20.13,20.0,16.34
buy,sh.688220,2025-07-01,840,78.3,77.45,16.26
sell,sh.600126,2025-07-02,7150,,8.87,79.28
sell,sh.600602,2025-07-02,3267,,19.7,80.45
sell,sz.002044,2025-07-02,12483,,5.1,79.58
buy,sz.300100,2025-07-02,1391,47.0,45.38,15.78
sell,sz.002851,2025-07-03,1292,,47.69,77.02
buy,sh.688318,2025-07-04,571,112.32,104.84,14.97
buy,sz.300474,2025-07-04,892,72.0,71.34,15.91
sell,sz.300474,2025-07-07,892,,70.75,78.89
buy,sh.688599,2025-07-07,4319,14.8,14.68,15.85
sell,sh.688220,2025-07-08,840,,73.8,77.49
sell,sh.688599,2025-07-08,4319,,15.26,82.38
buy,sh.600927,2025-07-10,3570,18.12,17.77,15.86
buy,sh.600967,2025-07-10,3655,17.7,17.64,16.12
buy,sz.000519,2025-07-10,3110,20.8,20.24,15.74
sell,sh.688318,2025-07-11,571,,113.28,80.85
buy,sh.600521,2025-07-11,3091,20.92,20.82,16.09
buy,sz.300751,2025-07-11,883,73.17,72.85,16.08
sell,sh.688183,2025-07-14,1470,,46.83,86.05
sell,sz.300570,2025-07-14,679,,98.25,83.39
sell,sh.600927,2025-07-15,3570,,16.07,71.71
sell,sh.600967,2025-07-15,3655,,17.63,80.55
buy,sh.600435,2025-07-15,4411,14.63,14.54,16.03
buy,sh.688336,2025-07-15,1083,59.57,58.3,15.78
sell,sh.688336,2025-07-16,1083,,59.52,80.58
sell,sz.000519,2025-07-16,3110,,19.99,77.71
sell,sz.300751,2025-07-16,883,,71.21,78.6
sell,sh.600521,2025-07-17,3091,,22.04,85.16
buy,sh.603338,2025-07-17,1332,48.49,48.25,16.07
buy,sz.002984,2025-07-17,3382,19.1,19.07,16.12
buy,sz.300474,2025-07-17,869,74.34,73.84,16.04
sell,sh.603338,2025-07-18,1332,,48.32,80.45
buy,sh.600521,2025-07-18,2871,22.6,22.17,15.91
buy,sh.600927,2025-07-18,3984,16.29,16.16,16.1
sell,sh.600521,2025-07-21,2871,,21.96,78.81
sell,sz.002984,2025-07-21,3382,,19.09,80.7
sell,sz.300474,2025-07-21,869,,73.85,80.22
buy,sz.001389,2025-07-21,947,68.57,67.94,16.08
sell,sz.001389,2025-07-22,947,,68.91,81.57
buy,sh.600606,2025-07-22,33273,1.96,1.94,16.14
sell,sh.600435,2025-07-23,4411,,15.0,82.71
sell,sh.600927,2025-07-23,3984,,16.14,80.38
buy,sh.600967,2025-07-23,3301,19.81,19.57,16.15
sell,sz.300100,2025-07-25,1391,,45.16,78.52
buy,sh.600927,2025-07-25,4012,16.19,16.07,16.12
buy,sh.688318,2025-07-25,533,121.8,120.24,16.02
buy,sz.000519,2025-07-25,2935,22.13,21.78,15.98
sell,sh.600606,2025-07-28,33273,,1.96,81.52
buy,sz.300529,2025-07-28,2684,24.11,23.82,15.98
sell,sz.000519,2025-07-29,2935,,22.12,81.15
buy,sz.002080,2025-07-29,2206,29.71,29.6,16.32
buy,sz.300474,2025-07-29,819,79.97,78.97,16.17
sell,sz.002080,2025-07-30,2206,,28.61,78.89
sell,sz.300474,2025-07-30,819,,78.24,80.1
sell,sz.300529,2025-07-30,2684,,24.49,82.16
buy,sh.603338,2025-07-30,1275,51.74,50.89,16.22
buy,sh.688425,2025-07-30,9912,6.66,6.6,16.35
buy,sz.002851,2025-07-30,1164,56.68,56.59,16.47
buy,sz.002984,2025-07-30,3426,19.26,19.2,16.44
buy,sh.601156,2025-07-31,4429,14.69,14.36,15.9
buy,sz.300751,2025-07-31,895,72.65,71.59,16.02
sell,sh.601156,2025-08-01,4429,,14.25,78.89
sell,sh.603338,2025-08-01,1275,,49.37,78.68
sell,sz.002851,2025-08-01,1164,,60.47,87.98
sell,sh.600927,2025-08-04,4012,,15.23,76.38
sell,sh.600967,2025-08-04,3301,,20.84,85.99
sell,sh.688318,2025-08-04,533,,119.33,79.5
sell,sh.688425,2025-08-04,9912,,5.98,74.09
sell,sz.002984,2025-08-04,3426,,18.91,80.98
sell,sz.300751,2025-08-05,895,,72.28,80.86
buy,sh.600528,2025-08-05,7232,8.89,8.88,16.06
buy,sh.688425,2025-08-05,10845,5.93,5.87,15.92
buy,sz.002266,2025-08-05,17859,3.6,3.6,16.07
buy,sh.600988,2025-08-06,2608,24.64,24.58,16.03
buy,sh.601696,2025-08-06,4365,14.72,14.55,15.88
buy,sh.688702,2025-08-06,962,66.8,65.67,15.79
sell,sz.002266,2025-08-07,17859,,3.6,80.37
buy,sh.600967,2025-08-07,2721,23.66,23.36,15.89
sell,sh.601696,2025-08-08,4365,,14.67,80.04
buy,sh.601799,2025-08-08,528,122.32,122.08,16.11
buy,sh.603596,2025-08-08,1283,50.35,49.98,16.03
buy,sz.301498,2025-08-08,667,96.8,95.34,15.9
sell,sh.600528,2025-08-11,7232,,9.19,83.08
sell,sh.603596,2025-08-11,1283,,50.23,80.56
sell,sh.688425,2025-08-11,10845,,6.2,84.05
buy,sh.600392,2025-08-11,2782,23.31,22.77,15.84
sell,sh.600988,2025-08-12,2608,,24.54,80.0
sell,sh.601799,2025-08-12,528,,122.34,80.74
sell,sh.688702,2025-08-12,962,,71.77,86.3
sell,sz.301498,2025-08-12,667,,95.87,79.93
buy,sh.600528,2025-08-12,7143,9.15,9.03,16.13
buy,sh.603338,2025-08-12,1261,51.79,51.76,16.32
buy,sh.688425,2025-08-12,10764,6.07,5.98,16.09
sell,sh.603338,2025-08-13,1261,,52.7,83.07
buy,sz.300003,2025-08-13,3677,17.91,17.6,16.18
buy,sz.002044,2025-08-14,12788,5.24,5.19,16.59
buy,sz.300751,2025-08-14,876,76.45,75.38,16.51
sell,sz.300003,2025-08-15,3677,,17.12,78.69
buy,sh.600126,2025-08-15,6982,9.44,9.43,16.46
sell,sh.600126,2025-08-18,6982,,9.54,83.26
sell,sz.002044,2025-08-18,12788,,5.54,88.56
sell,sz.300751,2025-08-18,876,,78.04,85.45
buy,sh.601696,2025-08-18,3663,18.13,17.5,16.03
sell,sh.600528,2025-08-19,7143,,8.82,78.75
buy,sz.002607,2025-08-19,22627,3.0,2.99,16.91
buy,sz.002837,2025-08-19,966,70.2,67.49,16.3
sell,sh.601696,2025-08-21,3663,,17.48,80.04
buy,sh.688777,2025-08-21,1317,51.21,50.68,16.69
buy,sh.688336,2025-08-22,1248,53.2,53.18,16.59
buy,sz.002984,2025-08-22,3440,19.3,19.27,16.57
sell,sh.688336,2025-08-25,1248,,53.47,83.41
sell,sh.688777,2025-08-25,1317,,51.84,85.34
buy,sh.601696,2025-08-25,4082,16.47,16.44,16.78
sell,sz.002607,2025-08-26,22627,,3.14,88.81
buy,sh.603728,2025-08-26,1016,66.74,65.81,16.72
buy,sh.688702,2025-08-26,481,141.0,130.68,15.71
buy,sz.300676,2025-08-26,1231,55.12,54.81,16.87
sell,sh.600392,2025-08-27,2782,,24.19,84.12
sell,sh.601696,2025-08-27,4082,,16.02,81.74
sell,sh.688425,2025-08-27,10764,,5.88,79.12
sell,sz.300676,2025-08-27,1231,,56.34,86.69
buy,sh.600126,2025-08-28,6157,10.86,10.46,16.1
buy,sz.001221,2025-08-28,1298,51.49,51.13,16.59
sell,sh.603728,2025-08-29,1016,,64.54,81.97
buy,sh.688318,2025-08-29,378,180.13,173.07,16.36
sell,sh.600967,2025-09-01,2721,,25.24,85.85
sell,sz.002837,2025-09-01,966,,79.83,96.39
buy,sz.002939,2025-09-01,5620,12.13,11.98,16.83
sell,sh.600126,2025-09-02,6157,,10.1,77.73
buy,sz.300676,2025-09-02,1269,53.92,52.76,16.74
sell,sh.688702,2025-09-03,481,,113.73,68.38
sell,sz.002939,2025-09-03,5620,,12.36,86.83
buy,sh.603728,2025-09-03,1023,65.74,64.8,16.57
sell,sh.688318,2025-09-04,378,,153.4,72.48
sell,sz.002984,2025-09-04,3440,,19.07,82.0
sell,sz.300676,2025-09-04,1269,,50.81,80.6
buy,sh.688702,2025-09-04,585,113.08,107.67,15.75
sell,sh.603728,2025-09-05,1023,,61.34,78.44
sell,sz.001221,2025-09-09,1298,,52.91,85.85
buy,sz.001221,2025-09-11,1212,54.5,54.46,16.5
sell,sz.001221,2025-09-17,1212,,55.6,84.23
buy,sh.688385,2025-09-17,1070,63.55,62.78,16.79
buy,sz.002607,2025-09-17,22086,3.08,3.06,16.9
buy,sh.688183,2025-09-18,747,91.11,90.81,16.96
buy,sz.002851,2025-09-18,826,82.35,81.62,16.85
sell,sh.688385,2025-09-19,1070,,62.56,83.67
sell,sz.002607,2025-09-19,22086,,2.99,82.55
buy,sh.601099,2025-09-19,13989,4.86,4.76,16.65
buy,sh.603596,2025-09-19,1285,52.88,52.15,16.75
buy,sh.688318,2025-09-19,425,159.8,157.45,16.73
buy,sz.002025,2025-09-19,1320,51.48,51.48,16.99
buy,sz.002837,2025-09-19,870,78.08,76.95,16.74
sell,sh.601099,2025-09-22,13989,,4.7,82.19
sell,sz.002025,2025-09-22,1320,,50.4,83.16
sell,sz.002851,2025-09-22,826,,80.14,82.74
sell,sh.603596,2025-09-23,1285,,51.88,83.33
sell,sh.688702,2025-09-23,585,,136.94,100.14
buy,sh.688347,2025-09-23,802,84.66,81.81,16.4
buy,sh.688375,2025-09-24,938,72.0,71.93,16.87
buy,sh.688702,2025-09-24,493,136.94,136.11,16.78
buy,sz.002281,2025-09-24,967,69.85,68.03,16.45
buy,sz.002984,2025-09-25,3472,19.48,19.29,16.74
sell,sh.688702,2025-09-26,493,,128.71,79.32
buy,sh.600602,2025-09-26,3198,21.45,20.85,16.67
sell,sh.688183,2025-09-29,747,,80.35,75.03
sell,sh.688318,2025-09-29,425,,158.26,84.08
sell,sh.688347,2025-09-29,802,,95.5,95.74
sell,sz.002281,2025-09-29,967,,68.5,82.8
sell,sz.002837,2025-09-29,870,,81.92,89.09
sell,sz.002984,2025-09-29,3472,,18.94,82.2
buy,sh.600879,2025-09-29,5976,11.25,11.22,16.76
buy,sz.002335,2025-09-29,907,74.1,74.08,16.8
buy,sz.300115,2025-09-30,1634,41.46,41.37,16.9
sell,sh.688375,2025-10-09,938,,77.51,90.88
buy,sh.600435,2025-10-09,4564,14.92,14.7,16.77
buy,sh.601118,2025-10-09,12612,5.4,5.37,16.93
buy,sh.603728,2025-10-09,804,84.64,82.1,16.5
buy,sh.688347,2025-10-10,532,128.35,118.22,15.72
buy,sh.688385,2025-10-10,1036,66.0,63.55,16.46
buy,sh.688728,2025-10-10,3692,18.52,17.91,16.53
sell,sh.688347,2025-10-13,532,,123.61,82.2
sell,sh.688385,2025-10-13,1036,,61.03,79.03
sell,sh.688728,2025-10-13,3692,,17.45,80.53
sell,sz.300115,2025-10-13,1634,,35.34,72.18
buy,sh.600157,2025-10-13,38586,1.72,1.7,16.4
buy,sh.688318,2025-10-13,420,157.69,152.24,15.99
buy,sh.688375,2025-10-13,876,75.76,75.57,16.55
sell,sh.600602,2025-10-14,3198,,19.96,79.79
sell,sh.603728,2025-10-14,804,,70.99,71.34
sell,sh.688318,2025-10-14,420,,155.5,81.64
sell,sz.002335,2025-10-14,907,,65.7,74.49
buy,sh.600516,2025-10-14,12072,5.5,5.46,16.48
buy,sh.688347,2025-10-14,489,135.72,126.65,15.48
buy,sz.300115,2025-10-14,1827,36.33,35.02,16.0
buy,sh.688213,2025-10-15,585,110.96,108.92,15.93
sell,sh.688213,2025-10-16,585,,107.05,78.28
sell,sh.688375,2025-10-20,876,,72.03,78.87
sell,sh.600157,2025-10-21,38586,,1.68,81.03
sell,sh.601118,2025-10-22,12612,,5.51,86.87
sell,sh.688347,2025-10-22,489,,113.12,69.14
sell,sh.600435,2025-10-23,4564,,14.14,80.67
sell,sh.600516,2025-10-23,12072,,5.19,78.32
sell,sh.600879,2025-10-23,5976,,10.88,81.27
buy,sh.688347,2025-10-23,557,114.6,112.28,15.63
buy,sh.688361,2025-10-23,533,119.74,118.58,15.8
buy,sh.600435,2025-10-29,4419,14.83,14.71,16.25
buy,sh.601608,2025-10-29,8456,7.75,7.66,16.19
sell,sh.601608,2025-10-30,8456,,7.84,82.87
buy,sh.600879,2025-10-30,5518,11.82,11.36,15.67
sell,sh.600879,2025-10-31,5518,,11.14,76.84
buy,sh.601608,2025-10-31,8276,7.81,7.71,15.95
buy,sz.301308,2025-10-31,228,283.0,265.36,15.13
sell,sh.600435,2025-11-04,4419,,14.02,77.44
sell,sh.688361,2025-11-04,533,,118.54,78.98
buy,sh.603596,2025-11-04,1262,50.59,49.44,15.6
buy,sh.688122,2025-11-04,828,77.11,76.54,15.84
buy,sh.601611,2025-11-07,4687,13.67,13.54,15.87
buy,sz.000657,2025-11-07,2552,25.1,24.85,15.85
buy,sz.300136,2025-11-07,1784,35.9,35.08,15.65
sell,sz.000657,2025-11-10,2552,,23.77,75.83
sell,sz.300136,2025-11-10,1784,,33.86,75.51
buy,sz.300100,2025-11-10,1538,41.02,39.79,15.3
sell,sh.601608,2025-11-11,8276,,7.29,75.42
sell,sh.601611,2025-11-11,4687,,13.49,79.03
sell,sh.603596,2025-11-11,1262,,47.32,74.65
sell,sh.688122,2025-11-11,828,,73.71,76.29
sell,sz.300115,2025-11-11,1827,,34.05,77.76
buy,sh.600118,2025-11-11,1353,45.75,44.45,15.04
buy,sh.600879,2025-11-11,5395,11.48,11.3,15.24
buy,sh.600126,2025-11-12,6860,9.09,8.96,15.37
buy,sz.300454,2025-11-12,519,120.09,118.3,15.35
sell,sh.600126,2025-11-13,6860,,9.2,78.89
sell,sh.600879,2025-11-13,5395,,11.16,75.26
buy,sh.601611,2025-11-13,4795,13.04,12.95,15.52
sell,sh.688347,2025-11-14,557,,113.8,79.23
buy,sh.688525,2025-11-14,444,142.73,127.5,14.15
buy,sz.000657,2025-11-14,2810,22.56,22.51,15.81
sell,sz.300454,2025-11-17,519,,118.49,76.87
buy,sh.688336,2025-11-17,849,72.37,70.41,14.94
buy,sh.688361,2025-11-17,491,125.18,125.08,15.35
sell,sh.688361,2025-11-18,491,,128.48,78.85
sell,sh.600118,2025-11-19,1353,,41.44,70.09
sell,sh.688525,2025-11-19,444,,118.54,65.79
buy,sh.688599,2025-11-19,2913,20.73,20.38,14.84
sell,sh.601611,2025-11-20,4795,,11.81,70.79
sell,sz.300100,2025-11-20,1538,,35.88,68.98
buy,sh.603129,2025-11-20,234,253.73,251.3,14.7
sell,sh.603129,2025-11-21,234,,251.48,73.56
sell,sz.301308,2025-11-21,228,,236.14,67.3
sell,sh.688336,2025-11-24,849,,64.47,68.42
sell,sh.688599,2025-11-24,2913,,18.09,65.87
sell,sz.000657,2025-11-25,2810,,22.09,77.59
buy,sh.600516,2025-11-26,8872,6.51,6.48,14.37
buy,sh.600498,2025-12-02,2427,23.74,23.3,14.14
buy,sh.600521,2025-12-02,3175,18.15,17.94,14.24
sell,sh.600498,2025-12-03,2427,,23.0,69.78
sell,sh.600521,2025-12-03,3175,,17.84,70.8
sell,sh.600516,2025-12-04,8872,,6.03,66.87
buy,sh.601333,2025-12-04,18526,3.09,3.08,14.27
sell,sh.601333,2025-12-08,18526,,3.08,71.33
buy,sh.600685,2025-12-11,1881,30.41,29.85,14.04
buy,sh.601696,2025-12-11,3949,14.49,14.46,14.28
buy,sz.301498,2025-12-11,820,69.74,69.62,14.27
sell,sh.601696,2025-12-12,3949,,14.3,70.59
sell,sh.600685,2025-12-17,1881,,27.15,63.84
sell,sz.301498,2025-12-19,820,,70.12,71.87
buy,sh.600299,2025-12-23,6290,9.01,8.99,14.14
buy,sh.600536,2025-12-23,1260,44.94,44.78,14.11
buy,sh.603605,2025-12-23,820,69.1,68.52,14.05
sell,sh.600536,2025-12-25,1260,,45.36,71.44
sell,sh.600299,2025-12-26,6290,,8.9,69.98
buy,sh.688183,2025-12-26,565,100.12,99.24,14.02
sell,sh.603605,2025-12-29,820,,67.9,69.6
