date,symbol
2023-11-10,sz.000034
2023-11-10,sz.000513
2023-11-10,sz.000027
2023-11-10,sz.000426
2023-11-10,sz.000519
2023-11-10,sz.000415
2023-11-10,sz.000429
2023-11-10,sz.000155
2023-11-10,sz.000050
2023-11-10,sz.000021
2023-11-10,sz.000528
2023-11-10,sz.000062
2023-11-10,sz.000009
2023-11-13,sz.000537
2023-11-13,sz.000400
2023-11-13,sz.000039
2023-11-13,sz.000060
2023-11-13,sz.000032
2023-11-13,sz.000088
2023-11-13,sz.000423
2023-11-13,sz.000034
2023-11-13,sz.000513
2023-11-13,sz.000027
2023-11-13,sz.000426
2023-11-13,sz.000519
2023-11-13,sz.000415
2023-11-13,sz.000429
2023-11-13,sz.000155
2023-11-13,sz.000050
2023-11-13,sz.000021
2023-11-13,sz.000528
2023-11-13,sz.000062
2023-11-13,sz.000009
2023-11-14,sz.000537
2023-11-14,sz.000400
2023-11-14,sz.000039
2023-11-14,sz.000060
2023-11-14,sz.000032
2023-11-14,sz.000088
2023-11-14,sz.000423
2023-11-14,sz.000034
2023-11-14,sz.000513
2023-11-14,sz.000027
2023-11-14,sz.000426
2023-11-14,sz.000519
2023-11-14,sz.000415
2023-11-14,sz.000429
2023-11-14,sz.000155
2023-11-14,sz.000050
2023-11-14,sz.000021
2023-11-14,sz.000528
2023-11-14,sz.000062
2023-11-14,sz.000009
2023-11-15,sz.000537
2023-11-15,sz.000400
2023-11-15,sz.000039
2023-11-15,sz.000060
2023-11-15,sz.000032
2023-11-15,sz.000088
2023-11-15,sz.000423
2023-11-15,sz.000034
2023-11-15,sz.000513
2023-11-15,sz.000027
2023-11-15,sz.000426
2023-11-15,sz.000519
2023-11-15,sz.000415
2023-11-15,sz.000429
2023-11-15,sz.000155
2023-11-15,sz.000050
2023-11-15,sz.000021
2023-11-15,sz.000528
2023-11-15,sz.000062
2023-11-15,sz.000009
2023-11-16,sz.000537
2023-11-16,sz.000400
2023-11-16,sz.000039
2023-11-16,sz.000060
2023-11-16,sz.000032
2023-11-16,sz.000088
2023-11-16,sz.000423
2023-11-16,sz.000034
2023-11-16,sz.000513
2023-11-16,sz.000027
2023-11-16,sz.000426
2023-11-16,sz.000519
2023-11-16,sz.000415
2023-11-16,sz.000429
2023-11-16,sz.000155
2023-11-16,sz.000050
2023-11-16,sz.000021
2023-11-16,sz.000528
2023-11-16,sz.000062
2023-11-16,sz.000009
2023-11-17,sz.000537
2023-11-17,sz.000400
2023-11-17,sz.000039
2023-11-17,sz.000060
2023-11-17,sz.000032
2023-11-17,sz.000088
2023-11-17,sz.000423
2023-11-17,sz.000034
2023-11-17,sz.000513
2023-11-17,sz.000027
2023-11-17,sz.000426
2023-11-17,sz.000519
2023-11-17,sz.000415
2023-11-17,sz.000429
2023-11-17,sz.000155
2023-11-17,sz.000050
2023-11-17,sz.000021
2023-11-17,sz.000528
2023-11-17,sz.000062
2023-11-17,sz.000009
2023-11-20,sz.000537
2023-11-20,sz.000400
2023-11-20,sz.000039
2023-11-20,sz.000060
2023-11-20,sz.000032
2023-11-20,sz.000088
2023-11-20,sz.000423
2023-11-20,sz.000034
2023-11-20,sz.000513
2023-11-20,sz.000027
2023-11-20,sz.000426
2023-11-20,sz.000519
2023-11-20,sz.000415
2023-11-20,sz.000429
2023-11-20,sz.000155
2023-11-20,sz.000050
2023-11-20,sz.000021
2023-11-20,sz.000528
2023-11-20,sz.000062
2023-11-20,sz.000009
2023-11-21,sz.000537
2023-11-21,sz.000400
2023-11-21,sz.000039
2023-11-21,sz.000060
2023-11-21,sz.000032
2023-11-21,sz.000088
2023-11-21,sz.000423
2023-11-21,sz.000034
2023-11-21,sz.000513
2023-11-21,sz.000027
2023-11-21,sz.000426
2023-11-21,sz.000519
2023-11-21,sz.000415
2023-11-21,sz.000429
2023-11-21,sz.000155
2023-11-21,sz.000050
2023-11-21,sz.000021
2023-11-21,sz.000528
2023-11-21,sz.000062
2023-11-21,sz.000009
2023-11-22,sz.000537
2023-11-22,sz.000400
2023-11-22,sz.000039
2023-11-22,sz.000060
2023-11-22,sz.000032
2023-11-22,sz.000088
2023-11-22,sz.000423
2023-11-22,sz.000034
2023-11-22,sz.000513
2023-11-22,sz.000027
2023-11-22,sz.000426
2023-11-22,sz.000519
2023-11-22,sz.000415
2023-11-22,sz.000429
2023-11-22,sz.000155
2023-11-22,sz.000050
2023-11-22,sz.000021
2023-11-22,sz.000528
2023-11-22,sz.000062
2023-11-22,sz.000009
2023-11-23,sz.000537
2023-11-23,sz.000400
2023-11-23,sz.000039
2023-11-23,sz.000060
2023-11-23,sz.000032
2023-11-23,sz.000088
2023-11-23,sz.000423
2023-11-23,sz.000034
2023-11-23,sz.000513
2023-11-23,sz.000027
2023-11-23,sz.000426
2023-11-23,sz.000519
2023-11-23,sz.000415
2023-11-23,sz.000429
2023-11-23,sz.000155
2023-11-23,sz.000050
2023-11-23,sz.000021
2023-11-23,sz.000528
2023-11-23,sz.000062
2023-11-23,sz.000009
2023-11-24,sz.000537
2023-11-24,sz.000400
2023-11-24,sz.000039
2023-11-24,sz.000060
2023-11-24,sz.000032
2023-11-24,sz.000088
2023-11-24,sz.000423
2023-11-24,sz.000034
2023-11-24,sz.000513
2023-11-24,sz.000027
2023-11-24,sz.000426
2023-11-24,sz.000519
2023-11-24,sz.000415
2023-11-24,sz.000429
2023-11-24,sz.000155
2023-11-24,sz.000050
2023-11-24,sz.000021
2023-11-24,sz.000528
2023-11-24,sz.000062
2023-11-24,sz.000009
2023-11-27,sz.000537
2023-11-27,sz.000400
2023-11-27,sz.000039
2023-11-27,sz.000060
2023-11-27,sz.000032
2023-11-27,sz.000088
2023-11-27,sz.000423
2023-11-27,sz.000034
2023-11-27,sz.000513
2023-11-27,sz.000027
2023-11-27,sz.000426
2023-11-27,sz.000519
2023-11-27,sz.000415
2023-11-27,sz.000429
2023-11-27,sz.000155
2023-11-27,sz.000050
2023-11-27,sz.000021
2023-11-27,sz.000528
2023-11-27,sz.000062
2023-11-27,sz.000009
2023-11-28,sz.000537
2023-11-28,sz.000400
2023-11-28,sz.000039
2023-11-28,sz.000060
2023-11-28,sz.000032
2023-11-28,sz.000088
2023-11-28,sz.000423
2023-11-28,sz.000034
2023-11-28,sz.000513
2023-11-28,sz.000027
2023-11-28,sz.000426
2023-11-28,sz.000519
2023-11-28,sz.000415
2023-11-28,sz.000429
2023-11-28,sz.000155
2023-11-28,sz.000050
2023-11-28,sz.000021
2023-11-28,sz.000528
2023-11-28,sz.000062
2023-11-28,sz.000009
2023-11-29,sz.000537
2023-11-29,sz.000400
2023-11-29,sz.000039
2023-11-29,sz.000060
2023-11-29,sz.000032
2023-11-29,sz.000088
2023-11-29,sz.000423
2023-11-29,sz.000034
2023-11-29,sz.000513
2023-11-29,sz.000027
2023-11-29,sz.000426
2023-11-29,sz.000519
2023-11-29,sz.000415
2023-11-29,sz.000429
2023-11-29,sz.000155
2023-11-29,sz.000050
2023-11-29,sz.000021
2023-11-29,sz.000528
2023-11-29,sz.000062
2023-11-29,sz.000009
2023-11-30,sz.000537
2023-11-30,sz.000400
2023-11-30,sz.000039
2023-11-30,sz.000060
2023-11-30,sz.000032
2023-11-30,sz.000088
2023-11-30,sz.000423
2023-11-30,sz.000034
2023-11-30,sz.000513
2023-11-30,sz.000027
2023-11-30,sz.000426
2023-11-30,sz.000519
2023-11-30,sz.000415
2023-11-30,sz.000429
2023-11-30,sz.000155
2023-11-30,sz.000050
2023-11-30,sz.000021
2023-11-30,sz.000528
2023-11-30,sz.000062
2023-11-30,sz.000009
2023-12-01,sz.000537
2023-12-01,sz.000400
2023-12-01,sz.000039
2023-12-01,sz.000060
2023-12-01,sz.000032
2023-12-01,sz.000088
2023-12-01,sz.000423
2023-12-01,sz.000034
2023-12-01,sz.000513
2023-12-01,sz.000027
2023-12-01,sz.000426
2023-12-01,sz.000519
2023-12-01,sz.000415
2023-12-01,sz.000429
2023-12-01,sz.000155
2023-12-01,sz.000050
2023-12-01,sz.000021
2023-12-01,sz.000528
2023-12-01,sz.000062
2023-12-01,sz.000009
2023-12-04,sz.000537
2023-12-04,sz.000400
2023-12-04,sz.000039
2023-12-04,sz.000060
2023-12-04,sz.000032
2023-12-04,sz.000088
2023-12-04,sz.000423
2023-12-04,sz.000034
2023-12-04,sz.000513
2023-12-04,sz.000027
2023-12-04,sz.000426
2023-12-04,sz.000519
2023-12-04,sz.000415
2023-12-04,sz.000429
2023-12-04,sz.000155
2023-12-04,sz.000050
2023-12-04,sz.000021
2023-12-04,sz.000528
2023-12-04,sz.000062
2023-12-04,sz.000009
2023-12-05,sz.000537
2023-12-05,sz.000400
2023-12-05,sz.000039
2023-12-05,sz.000060
2023-12-05,sz.000032
2023-12-05,sz.000088
2023-12-05,sz.000423
2023-12-05,sz.000034
2023-12-05,sz.000513
2023-12-05,sz.000027
2023-12-05,sz.000426
2023-12-05,sz.000519
2023-12-05,sz.000415
2023-12-05,sz.000429
2023-12-05,sz.000155
2023-12-05,sz.000050
2023-12-05,sz.000021
2023-12-05,sz.000528
2023-12-05,sz.000062
2023-12-05,sz.000009
2023-12-06,sz.000537
2023-12-06,sz.000400
2023-12-06,sz.000039
2023-12-06,sz.000060
2023-12-06,sz.000032
2023-12-06,sz.000088
2023-12-06,sz.000423
2023-12-06,sz.000034
2023-12-06,sz.000513
2023-12-06,sz.000027
2023-12-06,sz.000426
2023-12-06,sz.000519
2023-12-06,sz.000415
2023-12-06,sz.000429
2023-12-06,sz.000155
2023-12-06,sz.000050
2023-12-06,sz.000021
2023-12-06,sz.000528
2023-12-06,sz.000062
2023-12-06,sz.000009
2023-12-07,sz.000537
2023-12-07,sz.000400
2023-12-07,sz.000039
2023-12-07,sz.000060
2023-12-07,sz.000032
2023-12-07,sz.000088
2023-12-07,sz.000423
2023-12-07,sz.000034
2023-12-07,sz.000513
2023-12-07,sz.000027
2023-12-07,sz.000426
2023-12-07,sz.000519
2023-12-07,sz.000415
2023-12-07,sz.000429
2023-12-07,sz.000155
2023-12-07,sz.000050
2023-12-07,sz.000021
2023-12-07,sz.000528
2023-12-07,sz.000062
2023-12-07,sz.000009
2023-12-08,sz.000537
2023-12-08,sz.000400
2023-12-08,sz.000039
2023-12-08,sz.000060
2023-12-08,sz.000032
2023-12-08,sz.000088
2023-12-08,sz.000423
2023-12-08,sz.000034
2023-12-08,sz.000513
2023-12-08,sz.000027
2023-12-08,sz.000426
2023-12-08,sz.000519
2023-12-08,sz.000415
2023-12-08,sz.000429
2023-12-08,sz.000155
2023-12-08,sz.000050
2023-12-08,sz.000021
2023-12-08,sz.000528
2023-12-08,sz.000062
2023-12-08,sz.000009
2023-12-11,sz.000537
2023-12-11,sz.000400
2023-12-11,sz.000039
2023-12-11,sz.000060
2023-12-11,sz.000032
2023-12-11,sz.000088
2023-12-11,sz.000423
2023-12-11,sz.000034
2023-12-11,sz.000513
2023-12-11,sz.000027
2023-12-11,sz.000426
2023-12-11,sz.000519
2023-12-11,sz.000415
2023-12-11,sz.000429
2023-12-11,sz.000155
2023-12-11,sz.000050
2023-12-11,sz.000021
2023-12-11,sz.000528
2023-12-11,sz.000062
2023-12-11,sz.000009
2023-12-12,sz.000537
2023-12-12,sz.000400
2023-12-12,sz.000039
2023-12-12,sz.000060
2023-12-12,sz.000032
2023-12-12,sz.000088
2023-12-12,sz.000423
2023-12-12,sz.000034
2023-12-12,sz.000513
2023-12-12,sz.000027
2023-12-12,sz.000426
2023-12-12,sz.000519
2023-12-12,sz.000415
2023-12-12,sz.000429
2023-12-12,sz.000155
2023-12-12,sz.000050
2023-12-12,sz.000021
2023-12-12,sz.000528
2023-12-12,sz.000062
2023-12-12,sz.000009
2023-12-13,sz.000537
2023-12-13,sz.000400
2023-12-13,sz.000039
2023-12-13,sz.000060
2023-12-13,sz.000032
2023-12-13,sz.000088
2023-12-13,sz.000423
2023-12-13,sz.000034
2023-12-13,sz.000513
2023-12-13,sz.000027
2023-12-13,sz.000426
2023-12-13,sz.000519
2023-12-13,sz.000415
2023-12-13,sz.000429
2023-12-13,sz.000155
2023-12-13,sz.000050
2023-12-13,sz.000021
2023-12-13,sz.000528
2023-12-13,sz.000062
2023-12-13,sz.000009
2023-12-14,sz.000537
2023-12-14,sz.000400
2023-12-14,sz.000039
2023-12-14,sz.000060
2023-12-14,sz.000032
2023-12-14,sz.000088
2023-12-14,sz.000423
2023-12-14,sz.000034
2023-12-14,sz.000513
2023-12-14,sz.000027
2023-12-14,sz.000426
2023-12-14,sz.000519
2023-12-14,sz.000415
2023-12-14,sz.000429
2023-12-14,sz.000155
2023-12-14,sz.000050
2023-12-14,sz.000021
2023-12-14,sz.000528
2023-12-14,sz.000062
2023-12-14,sz.000009
2023-12-15,sz.000537
2023-12-15,sz.000400
2023-12-15,sz.000039
2023-12-15,sz.000060
2023-12-15,sz.000032
2023-12-15,sz.000088
2023-12-15,sz.000423
2023-12-15,sz.000034
2023-12-15,sz.000513
2023-12-15,sz.000027
2023-12-15,sz.000426
2023-12-15,sz.000519
2023-12-15,sz.000415
2023-12-15,sz.000429
2023-12-15,sz.000155
2023-12-15,sz.000050
2023-12-15,sz.000021
2023-12-15,sz.000528
2023-12-15,sz.000062
2023-12-15,sz.000009
2023-12-18,sz.000537
2023-12-18,sz.000400
2023-12-18,sz.000039
2023-12-18,sz.000060
2023-12-18,sz.000032
2023-12-18,sz.000088
2023-12-18,sz.000423
2023-12-18,sz.000034
2023-12-18,sz.000513
2023-12-18,sz.000027
2023-12-18,sz.000426
2023-12-18,sz.000519
2023-12-18,sz.000415
2023-12-18,sz.000429
2023-12-18,sz.000155
2023-12-18,sz.000050
2023-12-18,sz.000021
2023-12-18,sz.000528
2023-12-18,sz.000062
2023-12-18,sz.000009
2023-12-19,sz.000537
2023-12-19,sz.000400
2023-12-19,sz.000039
2023-12-19,sz.000060
2023-12-19,sz.000032
2023-12-19,sz.000088
2023-12-19,sz.000423
2023-12-19,sz.000034
2023-12-19,sz.000513
2023-12-19,sz.000027
2023-12-19,sz.000426
2023-12-19,sz.000519
2023-12-19,sz.000415
2023-12-19,sz.000429
2023-12-19,sz.000155
2023-12-19,sz.000050
2023-12-19,sz.000021
2023-12-19,sz.000528
2023-12-19,sz.000062
2023-12-19,sz.000009
2023-12-20,sz.000537
2023-12-20,sz.000400
2023-12-20,sz.000039
2023-12-20,sz.000060
2023-12-20,sz.000032
2023-12-20,sz.000088
2023-12-20,sz.000423
2023-12-20,sz.000034
2023-12-20,sz.000513
2023-12-20,sz.000027
2023-12-20,sz.000426
2023-12-20,sz.000519
2023-12-20,sz.000415
2023-12-20,sz.000429
2023-12-20,sz.000155
2023-12-20,sz.000050
2023-12-20,sz.000021
2023-12-20,sz.000528
2023-12-20,sz.000062
2023-12-20,sz.000009
2023-12-21,sz.000537
2023-12-21,sz.000400
2023-12-21,sz.000039
2023-12-21,sz.000060
2023-12-21,sz.000032
2023-12-21,sz.000088
2023-12-21,sz.000423
2023-12-21,sz.000034
2023-12-21,sz.000513
2023-12-21,sz.000027
2023-12-21,sz.000426
2023-12-21,sz.000519
2023-12-21,sz.000415
2023-12-21,sz.000429
2023-12-21,sz.000155
