type,symbol,date,shares,limit_price,fill_price,fees
sell,sz.000887,2024-06-20,8266,,12.35,127.61
sell,sz.000598,2024-07-03,14705,,7.78,143.01
buy,sz.000400,2024-07-03,3292,32.29,31.61,26.02
sell,sz.000400,2024-07-04,3292,,32.39,133.28
buy,sz.000400,2024-07-10,3119,34.18,33.52,26.14
sell,sz.000400,2024-07-12,3119,,31.69,123.55
buy,sz.000088,2024-07-15,24412,4.34,4.32,26.36
buy,sz.000623,2024-07-15,8379,12.66,12.58,26.35
buy,sz.000709,2024-07-15,54816,1.93,1.93,26.45
buy,sz.000598,2024-07-16,13799,7.68,7.62,26.29
buy,sz.000887,2024-07-16,8346,12.69,12.64,26.37
sell,sz.000887,2024-07-17,8346,,12.56,131.03
buy,sz.000513,2024-07-19,2999,35.29,35.2,26.39
buy,sz.000738,2024-07-23,5114,20.7,20.53,26.25
buy,sz.000783,2024-07-23,22002,4.81,4.79,26.35
sell,sz.000088,2024-07-24,24412,,4.32,131.82
sell,sz.000738,2024-07-26,5114,,21.17,135.33
sell,sz.000513,2024-07-29,2999,,35.07,131.47
sell,sz.000598,2024-07-29,13799,,7.93,136.78
buy,sz.000591,2024-07-29,25053,4.25,4.23,26.49
buy,sz.000629,2024-08-01,44462,2.42,2.42,26.9
sell,sz.000629,2024-08-02,44462,,2.41,133.94
buy,sz.000598,2024-08-05,13545,7.91,7.84,26.55
buy,sz.000400,2024-08-08,3501,30.44,30.04,26.29
buy,sz.000537,2024-08-08,12434,8.57,8.52,26.48
buy,sz.000738,2024-08-08,5023,21.21,20.8,26.12
sell,sz.000400,2024-08-09,3501,,30.38,132.95
sell,sz.000623,2024-08-12,8379,,13.02,136.37
sell,sz.000709,2024-08-12,54816,,1.89,129.5
buy,sz.000513,2024-08-13,2924,36.37,36.27,26.51
sell,sz.000537,2024-08-14,12434,,8.31,129.16
buy,sz.000400,2024-08-14,3542,30.04,29.68,26.28
buy,sz.000709,2024-08-14,56444,1.89,1.88,26.53
sell,sz.000400,2024-08-15,3542,,28.82,127.6
sell,sz.000513,2024-08-15,2924,,36.13,132.06
buy,sz.000513,2024-08-16,2949,35.98,35.92,26.48
sell,sz.000513,2024-08-19,2949,,36.15,133.26
sell,sz.000783,2024-08-19,22002,,4.92,135.31
buy,sz.000783,2024-08-20,21415,4.93,4.89,26.18
buy,sz.000060,2024-08-21,25934,4.04,4.03,26.13
sell,sz.000060,2024-08-22,25934,,4.0,129.67
sell,sz.000738,2024-08-22,5023,,18.96,119.05
sell,sz.000591,2024-08-23,25053,,3.86,120.88
sell,sz.000598,2024-08-27,13545,,7.2,121.91
buy,sz.000050,2024-09-04,15021,6.84,6.8,25.54
buy,sz.000155,2024-09-04,11271,9.12,9.08,25.59
sell,sz.000050,2024-09-05,15021,,6.9,129.56
sell,sz.000155,2024-09-05,11271,,9.12,128.49
buy,sz.000429,2024-09-05,9298,11.03,10.99,25.55
buy,sz.000539,2024-09-05,23689,4.33,4.31,25.52
buy,sz.000513,2024-09-09,2893,35.55,35.52,25.69
sell,sz.000709,2024-09-10,56444,,1.7,119.94
sell,sz.000783,2024-09-13,21415,,4.9,131.17
buy,sz.000783,2024-09-18,20757,4.91,4.84,25.12
sell,sz.000783,2024-09-19,20757,,4.88,126.62
buy,sz.000591,2024-09-20,25814,3.95,3.93,25.36
buy,sz.000783,2024-09-20,20777,4.91,4.87,25.3
buy,sz.000598,2024-09-26,15721,6.62,6.49,25.51
buy,sz.000060,2024-10-09,22769,5.09,4.89,27.84
buy,sz.000400,2024-10-09,3426,33.81,33.21,28.44
buy,sz.000709,2024-10-09,50805,2.28,2.18,27.69
buy,sz.000738,2024-10-09,3568,23.38,22.47,20.04
sell,sz.000429,2024-10-10,9298,,10.34,120.18
buy,sz.000887,2024-10-10,6897,13.98,13.92,24.0
sell,sz.000783,2024-10-11,20777,,6.58,170.89
buy,sz.000878,2024-10-11,8353,13.3,13.15,27.46
sell,sz.000539,2024-10-14,23689,,4.66,137.99
buy,sz.000783,2024-10-14,16647,6.46,6.37,26.51
sell,sz.000598,2024-10-15,15721,,7.23,142.08
buy,sz.000539,2024-10-15,23211,4.7,4.64,26.92
sell,sz.000513,2024-10-16,2893,,37.47,135.5
sell,sz.000400,2024-10-16,3426,,29.61,126.8
sell,sz.000738,2024-10-16,3568,,21.32,95.09
sell,sz.000878,2024-10-17,8353,,13.0,135.74
buy,sz.000513,2024-10-17,2818,37.77,37.2,26.21
sell,sz.000887,2024-10-18,6897,,13.12,113.11
buy,sz.000537,2024-10-21,12406,8.62,8.59,26.64
buy,sz.000887,2024-10-21,8064,13.26,13.17,26.55
buy,sz.000921,2024-10-21,3796,28.17,27.68,26.27
buy,sz.000878,2024-10-23,7414,13.26,13.25,24.56
sell,sz.000591,2024-10-25,25814,,4.88,157.47
sell,sz.000537,2024-10-28,12406,,9.31,144.37
buy,sz.000591,2024-10-28,21951,4.98,4.92,27.0
buy,sz.000893,2024-10-28,5768,18.95,18.69,26.95
sell,sz.000893,2024-10-29,5768,,18.23,131.44
sell,sz.000921,2024-10-30,3796,,27.83,132.05
buy,sz.000893,2024-10-30,6017,18.04,17.93,26.97
buy,sz.000032,2024-11-01,5666,19.48,19.02,26.94
sell,sz.000032,2024-11-05,5666,,18.59,131.66
sell,sz.000060,2024-11-06,22769,,5.12,145.72
sell,sz.000709,2024-11-06,50805,,2.27,144.16
sell,sz.000539,2024-11-07,23211,,4.82,139.85
buy,sz.000060,2024-11-07,22427,5.08,5.04,28.26
buy,sz.000537,2024-11-07,11569,9.84,9.8,28.34
sell,sz.000893,2024-11-08,6017,,22.42,168.63
buy,sz.000039,2024-11-08,13441,8.63,8.62,28.97
buy,sz.000539,2024-11-08,23740,4.89,4.88,28.96
buy,sz.000709,2024-11-08,48587,2.39,2.37,28.79
sell,sz.000783,2024-11-11,16647,,7.35,152.94
buy,sz.000783,2024-11-12,15522,7.39,7.28,28.25
sell,sz.000513,2024-11-14,2818,,36.62,128.99
buy,sz.000400,2024-11-14,3759,30.14,29.73,27.94
sell,sz.000400,2024-11-15,3759,,29.01,136.31
sell,sz.000887,2024-11-18,8064,,13.02,131.24
sell,sz.000709,2024-11-18,48587,,2.28,138.47
sell,sz.000539,2024-11-19,23740,,4.68,138.88
buy,sz.000709,2024-11-19,48278,2.28,2.21,26.67
sell,sz.000878,2024-11-20,7414,,12.8,118.62
sell,sz.000039,2024-11-21,13441,,8.39,140.96
buy,sz.000050,2024-11-21,11840,9.34,9.18,27.17
sell,sz.000537,2024-11-22,11569,,9.23,133.48
sell,sz.000591,2024-11-22,21951,,4.86,133.35
buy,sz.000657,2024-11-22,10357,10.66,10.35,26.8
buy,sz.000893,2024-11-22,5019,21.99,21.8,27.35
buy,sz.000921,2024-11-22,3913,28.21,28.12,27.51
sell,sz.000050,2024-11-25,11840,,8.64,127.87
sell,sz.000657,2024-11-25,10357,,10.04,129.98
sell,sz.000783,2024-11-25,15522,,6.52,126.5
sell,sz.000893,2024-11-25,5019,,22.16,139.03
sell,sz.000921,2024-11-25,3913,,27.28,133.43
sell,sz.000060,2024-12-02,22427,,4.79,134.28
buy,sz.000050,2024-12-03,11666,9.3,9.25,26.98
buy,sz.000629,2024-12-04,36555,2.97,2.96,27.05
buy,sz.000657,2024-12-04,10549,10.29,10.27,27.08
sell,sz.000657,2024-12-05,10549,,10.09,133.05
sell,sz.000050,2024-12-09,11666,,9.28,135.33
sell,sz.000629,2024-12-10,36555,,3.5,159.93
sell,sz.000709,2024-12-10,48278,,2.39,144.23
buy,sz.000783,2024-12-11,15977,6.94,6.94,27.72
buy,sz.000032,2024-12-12,5930,18.71,18.65,27.65
buy,sz.000050,2024-12-12,11676,9.5,9.46,27.61
buy,sz.000060,2024-12-12,22188,5.0,4.97,27.57
buy,sz.000539,2024-12-12,23067,4.81,4.8,27.68
buy,sz.000591,2024-12-12,22449,4.94,4.92,27.61
buy,sz.000709,2024-12-12,46058,2.41,2.39,27.52
sell,sz.000050,2024-12-13,11676,,9.36,136.61
buy,sz.000513,2024-12-13,2958,37.58,37.15,27.47
buy,sz.000598,2024-12-13,15759,7.05,6.97,27.46
buy,sz.000878,2024-12-13,8531,13.03,12.76,27.21
sell,sz.000513,2024-12-17,2958,,36.71,135.74
sell,sz.000878,2024-12-18,8531,,12.45,132.76
sell,sz.000598,2024-12-19,15759,,7.0,137.89
buy,sz.000050,2024-12-19,11541,9.4,9.29,26.8
sell,sz.000539,2024-12-23,23067,,4.63,133.5
buy,sz.000629,2024-12-23,34784,3.11,3.08,26.78
sell,sz.000032,2024-12-24,5930,,17.69,131.13
buy,sz.000893,2024-12-30,4975,21.56,21.06,26.19
