type,symbol,date,shares,limit_price,fill_price,fees
sell,sh.601921,2023-04-07,13323,,7.11,118.41
sell,sz.300058,2023-04-07,14903,,6.48,120.71
buy,sz.300383,2023-04-07,6740,14.39,13.99,23.57
buy,sz.300570,2023-04-07,3187,30.44,29.54,23.54
buy,sz.300223,2023-04-10,894,112.31,107.0,23.91
buy,sz.300339,2023-04-10,3409,29.46,27.32,23.28
sell,sz.002261,2023-04-11,5980,,14.03,104.87
sell,sz.300383,2023-04-11,6740,,12.73,107.25
sell,sz.002595,2023-04-12,3431,,27.81,119.27
buy,sh.600535,2023-04-12,6761,14.51,14.38,24.31
buy,sh.688172,2023-04-12,3576,27.42,27.04,24.17
sell,sz.300339,2023-04-13,3409,,25.98,110.71
buy,sh.688608,2023-04-13,815,122.09,120.62,24.58
buy,sz.300383,2023-04-13,4850,13.34,12.94,15.69
sell,sh.600535,2023-04-14,6761,,14.11,119.25
sell,sz.300383,2023-04-14,4850,,12.79,77.54
sell,sz.300570,2023-04-14,3187,,27.22,108.44
sell,sz.002281,2023-04-17,3655,,25.29,115.54
buy,sh.600208,2023-04-17,31377,3.06,3.04,23.85
buy,sz.300558,2023-04-17,1357,70.65,70.34,23.86
buy,sz.300570,2023-04-17,3426,27.99,26.6,22.78
sell,sh.688608,2023-04-18,815,,112.63,114.74
sell,sz.300002,2023-04-18,11209,,10.77,150.9
buy,sh.600977,2023-04-18,6313,14.81,14.74,23.26
buy,sz.000426,2023-04-18,9870,9.47,9.29,22.92
buy,sz.300604,2023-04-18,1476,57.28,55.28,20.4
sell,sz.300570,2023-04-19,3426,,31.03,132.89
sell,sh.600977,2023-04-20,6313,,16.23,128.07
sell,sz.300223,2023-04-20,894,,102.13,114.13
sell,sz.300604,2023-04-20,1476,,54.92,101.33
buy,sh.600339,2023-04-20,21815,4.34,4.28,23.34
buy,sh.601168,2023-04-20,7979,11.86,11.15,22.24
sell,sh.600208,2023-04-21,31377,,2.88,112.96
sell,sz.300558,2023-04-21,1357,,68.05,115.43
sell,sz.301308,2023-04-21,916,,102.73,117.63
buy,sh.600601,2023-04-21,33195,2.9,2.84,23.57
buy,sh.601000,2023-04-21,31244,3.08,3.07,23.98
buy,sz.003031,2023-04-21,1027,93.71,91.48,23.49
buy,sz.300002,2023-04-21,7444,12.93,12.48,23.23
sell,sz.000426,2023-04-24,9870,,8.56,105.61
sell,sz.002517,2023-04-24,7738,,14.59,141.12
buy,sh.688019,2023-04-24,792,117.75,116.28,23.02
buy,sz.000921,2023-04-24,3975,23.47,23.26,23.11
sell,sh.688172,2023-04-25,3576,,25.7,114.88
sell,sz.300002,2023-04-25,7444,,13.13,122.17
buy,sh.600511,2023-04-25,2515,37.11,36.84,23.16
buy,sh.688183,2023-04-25,6414,14.55,13.99,22.43
buy,sz.300570,2023-04-25,2932,31.84,29.45,21.59
sell,sh.600339,2023-04-26,21815,,4.23,115.35
sell,sh.600511,2023-04-26,2515,,36.46,114.62
sell,sh.601168,2023-04-26,7979,,10.33,103.03
sell,sh.688019,2023-04-26,792,,109.28,108.19
buy,sh.688425,2023-04-26,15549,6.03,5.85,22.74
sell,sh.600601,2023-04-27,33195,,2.76,114.52
sell,sh.688183,2023-04-27,6414,,12.28,98.45
sell,sz.003031,2023-04-27,1027,,84.2,108.09
buy,sh.600863,2023-04-27,25657,3.55,3.51,22.51
buy,sz.000937,2023-04-27,17408,5.24,5.18,22.54
buy,sz.300002,2023-04-27,6318,14.44,12.76,20.15
buy,sz.300058,2023-04-27,11754,7.76,7.51,22.07
sell,sz.000937,2023-04-28,17408,,5.15,112.06
sell,sz.300570,2023-04-28,2932,,27.3,100.05
buy,sz.002966,2023-04-28,14355,6.29,6.28,22.54
buy,sz.000937,2023-05-04,17957,5.23,5.2,23.34
sell,sh.688425,2023-05-05,15549,,5.75,111.76
buy,sh.601921,2023-05-05,10156,9.51,9.26,23.51
buy,sz.300017,2023-05-05,10647,9.07,8.39,22.33
sell,sz.000921,2023-05-08,3975,,21.71,107.87
sell,sz.000937,2023-05-09,17957,,5.56,124.8
sell,sz.300017,2023-05-10,10647,,7.41,98.62
sell,sz.300058,2023-05-10,11754,,8.96,131.64
buy,sh.600390,2023-05-10,15001,6.11,5.9,22.13
buy,sh.601228,2023-05-10,27517,3.33,3.3,22.7
buy,sz.000088,2023-05-10,18195,5.04,4.99,22.7
buy,sz.000528,2023-05-10,12641,7.25,7.16,22.63
sell,sh.600863,2023-05-11,25657,,3.55,113.85
sell,sh.601921,2023-05-11,10156,,8.79,111.59
sell,sz.300002,2023-05-11,6318,,11.55,91.22
buy,sh.600959,2023-05-11,22754,3.97,3.92,22.3
buy,sh.601598,2023-05-11,17284,5.22,4.87,21.04
buy,sz.300058,2023-05-11,9947,9.07,9.03,22.46
buy,sh.600642,2023-05-15,13896,6.43,6.41,22.27
sell,sh.600959,2023-05-16,22754,,3.64,103.53
sell,sh.601598,2023-05-16,17284,,4.26,92.04
sell,sz.000528,2023-05-16,12641,,7.24,114.4
sell,sz.002966,2023-05-16,14355,,6.28,112.69
buy,sz.000598,2023-05-16,16626,5.36,5.32,22.11
sell,sh.601000,2023-05-17,31244,,3.33,130.05
sell,sz.000088,2023-05-17,18195,,4.82,109.62
sell,sz.300058,2023-05-17,9947,,8.24,102.45
buy,sh.601333,2023-05-17,27587,3.16,3.13,21.59
buy,sh.601598,2023-05-17,20825,4.18,4.15,21.61
buy,sz.000937,2023-05-17,15615,5.58,5.54,21.63
buy,sz.002958,2023-05-17,31761,2.74,2.74,21.76
sell,sh.601228,2023-05-18,27517,,3.26,112.13
buy,sz.000559,2023-05-18,18522,4.72,4.72,21.86
buy,sz.002423,2023-05-18,9807,8.92,8.83,21.65
sell,sh.600390,2023-05-19,15001,,5.45,102.19
sell,sz.000559,2023-05-19,18522,,4.71,109.05
sell,sh.601598,2023-05-22,20825,,4.2,109.33
buy,sz.000987,2023-05-22,13410,6.46,6.4,21.46
sell,sh.600642,2023-05-23,13896,,6.18,107.35
sell,sz.000937,2023-05-23,15615,,5.44,106.18
buy,sh.600098,2023-05-23,15529,5.62,5.6,21.74
buy,sh.600598,2023-05-23,6903,12.64,12.63,21.8
buy,sz.000559,2023-05-23,18488,4.72,4.71,21.77
buy,sz.002608,2023-05-23,12320,7.08,7.05,21.71
buy,sz.301308,2023-05-23,837,102.34,102.29,21.4
sell,sz.000987,2023-05-24,13410,,6.14,102.92
sell,sz.002423,2023-05-24,9807,,7.78,95.37
sell,sz.002608,2023-05-24,12320,,6.94,106.88
buy,sh.600329,2023-05-24,1988,43.08,42.18,20.96
buy,sz.000937,2023-05-24,15833,5.41,5.36,21.22
buy,sz.003021,2023-05-24,1257,61.09,59.74,18.77
sell,sz.000559,2023-05-25,18488,,4.7,108.62
sell,sh.600098,2023-05-26,15529,,5.55,107.73
sell,sz.000937,2023-05-26,15833,,5.23,103.51
sell,sz.000598,2023-05-29,16626,,5.24,108.9
sell,sz.003021,2023-05-29,1257,,62.68,98.49
buy,sh.600032,2023-05-29,7139,12.25,12.12,21.63
buy,sh.603728,2023-05-29,1728,50.59,50.41,21.78
buy,sz.002595,2023-05-29,2740,31.91,31.66,21.69
sell,sz.002958,2023-05-30,31761,,2.58,102.43
buy,sh.600642,2023-05-30,13486,6.46,6.36,21.44
buy,sz.000513,2023-05-30,2458,35.41,35.38,21.74
sell,sh.600598,2023-05-31,6903,,12.48,107.69
sell,sh.600642,2023-05-31,13486,,6.29,106.03
sell,sz.002595,2023-05-31,2740,,31.82,108.98
buy,sh.600282,2023-05-31,28415,3.07,3.04,21.6
buy,sh.600739,2023-05-31,6622,13.19,12.98,21.49
buy,sz.000559,2023-05-31,17681,4.94,4.93,21.79
sell,sh.601333,2023-06-01,27587,,3.21,110.69
sell,sh.603728,2023-06-01,1728,,54.15,116.96
buy,sz.000539,2023-06-01,11786,7.44,7.39,21.77
buy,sz.002595,2023-06-01,2752,31.86,31.85,21.91
sell,sh.600282,2023-06-02,28415,,3.06,108.69
buy,sh.603728,2023-06-02,1566,55.15,51.67,20.23
buy,sz.002261,2023-06-02,5598,14.57,14.5,20.29
sell,sh.600032,2023-06-05,7139,,11.91,106.28
sell,sz.000539,2023-06-05,11786,,7.18,105.78
sell,sz.002595,2023-06-05,2752,,31.94,109.87
buy,sz.300570,2023-06-05,2731,31.17,30.36,20.73
sell,sh.600739,2023-06-06,6622,,13.09,108.35
sell,sz.000513,2023-06-06,2458,,34.65,106.46
buy,sh.603920,2023-06-06,4882,17.7,17.42,21.26
buy,sh.688220,2023-06-06,1070,80.72,78.78,21.07
buy,sz.000009,2023-06-06,7250,11.92,11.82,21.42
sell,sh.600329,2023-06-07,1988,,44.45,110.46
buy,sz.300002,2023-06-07,6352,13.3,13.2,20.96
sell,sh.603728,2023-06-08,1566,,48.9,95.72
sell,sz.000009,2023-06-08,7250,,11.58,104.94
buy,sh.601921,2023-06-08,8693,9.84,9.51,20.67
sell,sh.603920,2023-06-09,4882,,18.37,112.1
sell,sz.000559,2023-06-09,17681,,4.85,107.19
sell,sz.301308,2023-06-09,837,,107.2,112.16
buy,sh.689009,2023-06-09,2349,36.35,36.34,21.34
sell,sh.689009,2023-06-12,2349,,36.5,107.17
buy,sz.002966,2023-06-12,14643,6.1,6.09,22.29
buy,sz.300757,2023-06-13,1611,56.5,54.54,21.97
buy,sh.603129,2023-06-14,598,152.68,151.56,22.66
buy,sz.000559,2023-06-14,18214,5.01,5.0,22.77
sell,sh.603129,2023-06-15,598,,153.36,114.64
sell,sh.601921,2023-06-16,8693,,9.05,98.34
sell,sh.688220,2023-06-19,1070,,80.07,107.09
sell,sz.002966,2023-06-19,14643,,5.84,106.89
buy,sh.600601,2023-06-19,30589,3.1,3.08,23.55
buy,sh.603766,2023-06-19,19463,4.87,4.79,23.31
buy,sz.000034,2023-06-19,3257,29.11,29.09,23.69
sell,sz.000034,2023-06-20,3257,,29.61,120.55
sell,sz.300002,2023-06-20,6352,,15.04,119.42
buy,sz.002461,2023-06-20,10803,9.01,8.95,24.17
buy,sz.003031,2023-06-20,930,104.63,100.22,23.3
sell,sz.002461,2023-06-21,10803,,8.87,119.78
buy,sh.600699,2023-06-21,5634,17.58,17.3,24.37
buy,sz.002595,2023-06-21,2871,34.49,34.14,24.5
buy,sh.688172,2023-06-26,1616,25.43,24.71,9.98
sell,sh.600601,2023-06-27,30589,,2.84,108.59
sell,sz.002261,2023-06-27,5598,,19.2,134.35
sell,sz.003031,2023-06-27,930,,91.66,106.55
buy,sh.603596,2023-06-27,1625,58.1,56.4,22.91
buy,sh.603728,2023-06-27,1301,72.56,70.81,23.03
sell,sz.300570,2023-06-28,2731,,47.36,161.68
buy,sz.001696,2023-06-28,13906,6.72,6.69,23.26
buy,sz.003031,2023-06-28,1004,92.99,92.2,23.14
sell,sh.600699,2023-06-29,5634,,16.91,119.09
sell,sh.688172,2023-06-29,1616,,23.83,48.14
buy,sz.002261,2023-06-29,4537,20.3,19.79,22.45
sell,sz.003031,2023-06-30,1004,,92.04,115.51
sell,sh.603596,2023-07-03,1625,,57.59,116.98
sell,sz.002261,2023-07-03,4537,,19.64,111.38
sell,sz.002595,2023-07-03,2871,,33.67,120.83
buy,sh.600580,2023-07-03,7948,11.87,11.87,23.59
buy,sz.002223,2023-07-03,2764,34.13,33.99,23.49
buy,sz.300570,2023-07-03,1785,52.83,51.29,22.89
sell,sz.300570,2023-07-04,1785,,52.42,116.96
sell,sz.300757,2023-07-04,1611,,60.99,122.82
buy,sz.000039,2023-07-04,13974,6.67,6.64,23.2
buy,sz.000598,2023-07-04,17955,5.19,5.15,23.12
buy,sz.000937,2023-07-04,17599,5.29,5.27,23.19
sell,sz.000559,2023-07-05,18214,,5.28,120.21
buy,sz.002608,2023-07-05,12825,7.3,7.24,23.21
sell,sz.000039,2023-07-06,13974,,6.67,116.51
sell,sz.000598,2023-07-06,17955,,5.13,115.14
sell,sz.000937,2023-07-06,17599,,5.29,116.37
sell,sz.002223,2023-07-06,2764,,33.04,114.15
buy,sh.603659,2023-07-06,2489,37.33,36.78,22.89
buy,sh.603786,2023-07-06,1418,65.53,65.22,23.12
buy,sz.000559,2023-07-06,17703,5.25,5.24,23.19
buy,sz.002318,2023-07-06,5562,16.71,16.46,22.89
buy,sz.300748,2023-07-06,4930,18.85,18.47,22.76
sell,sh.603766,2023-07-07,19463,,5.06,123.1
sell,sz.002608,2023-07-07,12825,,7.23,115.91
buy,sh.600707,2023-07-07,15965,5.83,5.72,22.83
sell,sz.000559,2023-07-10,17703,,5.24,115.95
sell,sz.002318,2023-07-10,5562,,16.58,115.27
buy,sh.603338,2023-07-10,1677,55.22,54.9,23.02
buy,sh.603596,2023-07-10,1479,62.61,62.51,23.11
sell,sh.603659,2023-07-11,2489,,39.16,121.84
sell,sh.603728,2023-07-11,1301,,67.14,109.19
buy,sz.000060,2023-07-11,18662,4.99,4.98,23.23
buy,sh.603659,2023-07-12,2403,39.66,39.37,23.65
buy,sh.605589,2023-07-12,4020,23.71,23.64,23.76
sell,sh.600580,2023-07-13,7948,,11.16,110.87
buy,sz.002318,2023-07-13,5551,16.45,16.38,22.73
sell,sh.603338,2023-07-14,1677,,54.49,114.22
sell,sz.001696,2023-07-14,13906,,6.89,119.77
sell,sz.002318,2023-07-14,5551,,16.2,112.41
sell,sz.300748,2023-07-14,4930,,17.91,110.37
buy,sh.600699,2023-07-14,4730,19.95,19.79,23.4
buy,sz.002261,2023-07-14,4292,21.99,21.46,23.03
buy,sh.600601,2023-07-17,25517,3.73,3.68,23.48
buy,sh.600985,2023-07-17,7736,11.13,11.02,21.31
sell,sz.000060,2023-07-18,18662,,5.07,118.27
sell,sz.002261,2023-07-18,4292,,19.29,103.49
buy,sh.603087,2023-07-19,2259,41.68,41.09,23.21
buy,sz.002064,2023-07-19,11961,7.06,7.05,21.08
sell,sh.600985,2023-07-20,7736,,11.1,107.34
sell,sh.603596,2023-07-20,1479,,59.4,109.82
sell,sh.603659,2023-07-20,2403,,37.32,112.1
buy,sz.000785,2023-07-20,22882,4.1,4.1,23.45
buy,sz.002078,2023-07-20,8846,10.61,10.54,23.31
buy,sz.002265,2023-07-20,4865,15.8,15.61,18.99
sell,sz.000785,2023-07-21,22882,,4.1,117.27
buy,sz.000783,2023-07-21,15944,5.76,5.76,22.96
sell,sh.600699,2023-07-24,4730,,18.58,109.85
sell,sz.002265,2023-07-24,4865,,13.86,84.29
buy,sz.000039,2023-07-24,13417,6.83,6.82,22.88
buy,sz.000060,2023-07-24,12093,5.45,5.41,16.36
sell,sh.603087,2023-07-25,2259,,42.2,119.16
sell,sh.603786,2023-07-25,1418,,74.0,131.17
buy,sh.603160,2023-07-25,1662,55.26,54.63,22.7
sell,sh.600601,2023-07-26,25517,,3.68,117.38
sell,sh.605589,2023-07-26,4020,,23.52,118.19
sell,sz.002064,2023-07-26,11961,,7.03,105.11
buy,sh.603338,2023-07-26,1571,58.92,58.36,22.92
buy,sh.600606,2023-07-27,29322,3.15,3.14,23.02
sell,sh.600707,2023-07-28,15965,,6.47,129.12
sell,sh.603160,2023-07-28,1662,,53.21,110.54
sell,sh.603338,2023-07-28,1571,,56.68,111.31
sell,sz.002078,2023-07-28,8846,,11.3,124.95
sell,sz.000060,2023-07-31,12093,,5.6,84.65
sell,sz.000783,2023-07-31,15944,,6.42,127.95
buy,sh.603087,2023-07-31,2133,43.7,43.03,22.95
buy,sz.002078,2023-07-31,8139,11.45,11.44,23.28
sell,sh.603087,2023-08-01,2133,,43.71,116.54
buy,sh.600739,2023-08-01,6630,14.14,14.13,23.42
buy,sh.601555,2023-08-01,11231,8.35,8.33,23.39
sell,sh.600739,2023-08-02,6630,,14.14,117.19
sell,sz.000039,2023-08-02,13417,,7.09,118.91
buy,sh.600282,2023-08-02,28418,3.3,3.28,23.3
buy,sh.600352,2023-08-02,10498,8.92,8.88,23.31
buy,sz.000932,2023-08-02,16669,5.62,5.54,23.09
buy,sz.000959,2023-08-02,23230,4.03,4.0,23.23
buy,sh.600208,2023-08-03,33399,2.81,2.8,23.38
buy,sh.601099,2023-08-03,21090,4.45,4.42,23.3
sell,sz.002078,2023-08-04,8139,,11.29,114.86
sell,sh.600282,2023-08-07,28418,,3.25,115.45
sell,sh.600352,2023-08-07,10498,,8.79,115.35
buy,sh.600153,2023-08-07,9688,9.81,9.58,23.2
buy,sz.000728,2023-08-07,12758,7.45,7.37,23.51
buy,sz.000783,2023-08-07,14536,6.54,6.46,23.48
buy,sz.000987,2023-08-07,13042,7.29,7.15,23.31
sell,sh.600208,2023-08-08,33399,,2.72,113.56
sell,sh.600606,2023-08-08,29322,,3.2,117.29
buy,sh.600109,2023-08-08,9008,10.45,10.18,22.93
buy,sh.600739,2023-08-08,6625,14.21,14.01,23.2
sell,sh.600739,2023-08-09,6625,,14.06,116.43
buy,sh.600901,2023-08-09,23118,4.03,4.02,23.23
sell,sz.000932,2023-08-10,16669,,5.33,111.06
sell,sz.000959,2023-08-10,23230,,3.91,113.54
buy,sh.601990,2023-08-11,10466,9.01,8.83,23.1
buy,sz.000039,2023-08-11,12303,7.22,7.13,21.93
sell,sh.600153,2023-08-14,9688,,9.32,112.87
sell,sz.000783,2023-08-14,14536,,6.24,113.38
buy,sh.603179,2023-08-14,1751,52.34,50.22,21.98
buy,sz.002670,2023-08-14,9091,10.08,9.92,22.55
sell,sh.601990,2023-08-15,10466,,8.62,112.77
sell,sz.000987,2023-08-15,13042,,6.83,111.35
buy,sz.000034,2023-08-15,3131,29.18,28.66,22.43
sell,sh.600109,2023-08-17,9008,,9.78,110.12
sell,sz.002670,2023-08-17,9091,,10.52,119.55
buy,sh.600282,2023-08-17,28398,3.22,3.21,22.79
sell,sh.600282,2023-08-18,28398,,3.26,115.72
sell,sh.603179,2023-08-18,1751,,49.78,108.96
sell,sh.601555,2023-08-21,11231,,7.99,112.17
sell,sz.000728,2023-08-21,12758,,6.96,110.99
buy,sz.000932,2023-08-21,16548,5.48,5.46,22.59
buy,sh.600282,2023-08-22,27997,3.23,3.22,22.54
sell,sz.000034,2023-08-23,3131,,30.26,118.43
sell,sz.000039,2023-08-23,12303,,6.9,106.11
buy,sh.600602,2023-08-23,5360,16.99,16.96,22.73
buy,sz.000598,2023-08-23,17018,5.35,5.34,22.72
sell,sh.601099,2023-08-24,21090,,4.35,114.68
buy,sh.601000,2023-08-24,25702,3.5,3.47,22.3
sell,sh.600602,2023-08-25,5360,,14.67,98.29
sell,sh.600901,2023-08-25,23118,,3.9,112.7
buy,sh.601598,2023-08-25,19700,4.5,4.45,21.92
buy,sz.000034,2023-08-25,3042,29.17,28.52,21.69
sell,sh.601000,2023-08-29,25702,,3.5,112.45
sell,sz.000034,2023-08-30,3042,,31.32,119.09
sell,sz.000598,2023-08-31,17018,,5.05,107.43
buy,sh.600985,2023-08-31,8490,10.68,10.55,22.39
buy,sh.601168,2023-08-31,7693,11.79,11.76,22.62
sell,sz.000932,2023-09-04,16548,,5.86,121.21
buy,sz.000932,2023-09-05,15664,5.89,5.86,22.95
buy,sz.000933,2023-09-05,5791,15.93,15.63,22.63
buy,sz.000937,2023-09-05,17369,5.31,5.31,23.06
buy,sz.002131,2023-09-05,38516,2.39,2.36,22.72
buy,sz.002318,2023-09-05,5469,16.86,16.82,23.0
buy,sz.002966,2023-09-05,13978,6.18,6.13,21.42
sell,sz.002131,2023-09-06,38516,,2.32,111.7
sell,sz.002318,2023-09-06,5469,,16.63,113.69
sell,sz.002966,2023-09-06,13978,,6.12,106.93
